Souce,Sink,Jaccard,Resource_alloc,Adamic_adar,Preferential_attachment,Common Neighbours,CN Sound-Hopcroft,Resoruce Alloc Index,Within Inner Cluster
3871942,4799962,0.0029806259314456036,3.187989597807163e-05,0.18104844222035826,86826,2,4,3.187989597807163e-05,2000.0
3257910,588337,0.001006036217303823,0.0025572832707483483,0.3703061783194954,71064,3,6,0.0025572832707483483,3000.0
765302,2762989,0.0008045052292839903,0.000170590242238144,0.11525721908100121,11115,1,2,0.000170590242238144,1000.0
3960835,4669648,0.0029940119760479044,2.496984890744426e-06,0.07751681639600151,4494,1,2,2.496984890744426e-06,1000.0
2629112,1529484,0.05525606469002695,0.04897911959991816,5.703793799525511,143172,41,82,0.04897911959991816,41000.0
2073048,421699,0.0,0,0,74,0,0,0,0.0
4524669,2949748,0.0009242144177449168,0.0002574002574002574,0.12099391766007761,39710,1,2,0.0002574002574002574,1000.0
144060,3080263,0.0078125,7.24501180936925e-06,0.08449373257091766,4148,1,2,7.24501180936925e-06,1000.0
3764504,3328639,0.0034129692832764505,0.004672897196261682,0.18635938684789813,18693,1,2,0.004672897196261682,1000.0
433097,4052222,0.007462686567164179,1.3112054304884109e-06,0.07383035914027619,266,1,2,1.3112054304884109e-06,1000.0
1986630,2951260,0.0,0,0,7950,0,0,0,0.0
2398278,209191,0.001503006012024048,0.013811718476558998,0.8952487469252828,43857,6,12,0.013811718476558998,6000.0
1974705,1581879,0.0,0,0,220,0,0,0,0.0
1443500,1164411,0.01038961038961039,0.006198081521959703,1.85239699616559,604443,16,32,0.006198081521959703,16000.0
3550092,3753484,0.0,0,0,4900,0,0,0,0.0
3107199,690742,0.015312131919905771,0.0008030986163662354,1.2437087388051056,96360,13,26,0.0008030986163662354,13000.0
2019781,636552,0.0,0,0,20,0,0,0,0.0
3478606,1281736,0.0,0,0,693,0,0,0,0.0
919613,1735123,0.010309278350515464,4.4286400742381786e-05,0.34944320032114723,8140,4,8,4.4286400742381786e-05,4000.0
1432948,4331707,0.002070393374741201,0.003996186142986183,0.3077068692198459,21735,2,4,0.003996186142986183,2000.0
4782388,1065417,0.059782608695652176,0.29137167069520414,2.355499993660751,5474,11,22,0.29137167069520414,11000.0
596337,409262,0.0,0,0,2278,0,0,0,0.0
4106517,3002541,0.0012168739859383451,0.0006045673132163203,0.9225618486203815,155064,9,18,0.0006045673132163203,9000.0
1065985,4673981,0.0,0,0,78,0,0,0,0.0
3757808,890719,0.0,0,0,1829,0,0,0,0.0
4865292,2472812,0.0,0,0,2652,0,0,0,0.0
1817278,3209863,0.0,0,0,744,0,0,0,0.0
2535495,1937230,0.01675977653631285,0.012906985286891477,0.44453444330368913,712,3,6,0.012906985286891477,3000.0
1524949,2845319,0.000254323499491353,1.3112054304884109e-06,0.07383035914027619,19640,1,2,1.3112054304884109e-06,1000.0
2699583,2224526,0.0,0,0,1460,0,0,0,0.0
3589315,1592667,0.0,0,0,708,0,0,0,0.0
1501709,3370956,0.0,0,0,120,0,0,0,0.0
2135899,3893892,0.005876894525208784,0.0023263317553615824,1.9477456894959544,336515,19,38,0.0023263317553615824,19000.0
3380008,1519730,0.0,0,0,168,0,0,0,0.0
3120092,4618432,0.0,0,0,1749,0,0,0,0.0
1322906,784341,0.0,0,0,14364,0,0,0,0.0
155804,834066,0.0,0,0,158,0,0,0,0.0
56567,3302825,0.004034969737726967,0.0016867930685515314,0.7186365259242882,13356,6,12,0.0016867930685515314,6000.0
432620,112551,0.002173913043478261,1.6614883612740293e-05,0.09086603972658462,7120,1,2,1.6614883612740293e-05,1000.0
1239755,165055,0.0,0,0,21720,0,0,0,0.0
2314931,2658417,0.0014169084407259969,0.0007980542867358768,2.001778869370056,547785,21,42,0.0007980542867358768,21000.0
3043233,857634,0.0,0,0,52,0,0,0,0.0
4444751,719172,0.0,0,0,5863,0,0,0,0.0
3144674,3401173,0.012953367875647668,0.0019089288150448348,0.5955080792342667,34560,5,10,0.0019089288150448348,5000.0
2681125,4245138,0.0,0,0,24220,0,0,0,0.0
4355412,3494128,0.0,0,0,1816,0,0,0,0.0
4114591,1582028,0.0016181229773462784,0.002881844380403458,0.17095990351369836,30510,1,2,0.002881844380403458,1000.0
4099850,924833,0.002403846153846154,1.3112054304884109e-06,0.07383035914027619,7182,1,2,1.3112054304884109e-06,1000.0
103916,2808644,0.005747126436781609,0.0006019004434224355,0.24655089107213246,28024,2,4,0.0006019004434224355,2000.0
520324,3222831,0.005838198498748957,0.00026867048815170915,1.2729195742240975,101867,14,28,0.00026867048815170915,14000.0
3443992,280322,0.00804289544235925,4.03243915000826e-05,0.2564584704353754,32743,3,6,4.03243915000826e-05,3000.0
2008046,4864558,0.0,0,0,8964,0,0,0,0.0
1981993,463338,0.003451251078515962,0.0001997354835768039,0.7283336220685267,151353,8,16,0.0001997354835768039,8000.0
3004094,819288,0.06593406593406594,0.006365987489879463,0.8366666146681907,712,6,12,0.006365987489879463,6000.0
4467857,2374812,0.0,0,0,571,0,0,0,0.0
1143671,3610611,0.004366812227074236,0.002277904328018223,0.1643520579278993,681,1,2,0.002277904328018223,1000.0
1114213,140603,0.0,0,0,18120,0,0,0,0.0
2283170,3108276,0.0,0,0,44178,0,0,0,0.0
3039452,1019859,0.010666666666666666,0.008229930651691482,1.0864621321351082,33417,8,16,0.008229930651691482,8000.0
298011,2396903,0.025136154168412233,0.31965358487946177,9.66175835453601,1406050,60,120,0.31965358487946177,60000.0
3491637,3299008,0.0055248618784530384,0.003246753246753247,0.17451703074550312,537,1,2,0.003246753246753247,1000.0
4345638,1914315,0.0,0,0,5940,0,0,0,0.0
3193210,370765,0.0,0,0,265,0,0,0,0.0
279329,4093834,0.0,0,0,1104,0,0,0,0.0
1091584,977565,0.0,0,0,8118,0,0,0,0.0
4310710,290077,0.01937046004842615,0.0013272008348910644,0.8635035882156095,44128,8,16,0.0013272008348910644,8000.0
3725239,1818269,0.0009025270758122744,9.314456035767511e-05,0.10774285564342621,206028,1,2,9.314456035767511e-05,1000.0
1799182,3537761,0.0009328358208955224,6.754474839581223e-05,0.10413715852917678,99042,1,2,6.754474839581223e-05,1000.0
4366747,1672058,0.009157509157509158,6.349654929813725e-05,0.42979837914787467,15630,5,10,6.349654929813725e-05,5000.0
2921853,1063377,0.046153846153846156,0.2947470256219418,2.210758440582606,10403,9,18,0.2947470256219418,9000.0
3210136,2558297,0.008547008547008548,1.3112054304884109e-06,0.07383035914027619,345,1,2,1.3112054304884109e-06,1000.0
1618265,2401545,0.014705882352941176,0.006493506493506494,0.1985327397206032,134,1,2,0.006493506493506494,1000.0
335479,673405,0.0,0,0,56,0,0,0,0.0
2393127,315060,0.0,0,0,136,0,0,0,0.0
2305619,2629421,0.0,0,0,4988,0,0,0,0.0
94280,1191204,0.00423728813559322,9.56846234810066e-05,0.10805608994619015,14042,1,2,9.56846234810066e-05,1000.0
3396488,1921136,0.0,0,0,592,0,0,0,0.0
1184100,1487302,0.0014285714285714286,0.00013668741972899885,0.5437203022335599,1498509,6,12,0.00013668741972899885,6000.0
3561479,3836738,0.003076923076923077,1.3112054304884109e-06,0.07383035914027619,3768,1,2,1.3112054304884109e-06,1000.0
2920873,2227745,0.02546916890080429,0.0031600199670580565,5.481001223048505,875196,57,114,0.0031600199670580565,57000.0
3576624,4268303,0.0,0,0,3140,0,0,0,0.0
527595,1894941,0.011128775834658187,0.002160612750664429,0.8060768890162646,85248,7,14,0.002160612750664429,7000.0
919165,1264290,0.0,0,0,224,0,0,0,0.0
4014552,4632479,0.008130081300813009,0.0010145915842666177,0.26156791249850264,13695,2,4,0.0010145915842666177,2000.0
4135084,17392,0.004145077720207254,0.005788995303024457,0.9437307058607505,90720,8,16,0.005788995303024457,8000.0
245914,1905607,0.0034129692832764505,1.1426482014717308e-05,0.08787672930771424,21545,1,2,1.1426482014717308e-05,1000.0
2618052,4188938,0.0,0,0,5400,0,0,0,0.0
4836378,4536767,0.006802721088435374,0.0029221972126720667,0.2613620655744666,3408,2,4,0.0029221972126720667,2000.0
437876,2566889,0.11556603773584906,4.756455760284233,20.05812941698579,55776,49,98,4.756455760284233,49000.0
2497998,95673,0.0,0,0,1296,0,0,0,0.0
1036152,502401,0.08011869436201781,0.016105191830763577,3.3822889466409127,17248,27,54,0.016105191830763577,27000.0
2585063,3153339,0.0,0,0,34,0,0,0,0.0
311952,487639,0.0041841004184100415,0.013946799836239008,2.2069225525559126,390236,17,34,0.013946799836239008,17000.0
4260998,2255438,0.056338028169014086,0.07366027819003446,0.7864623906271302,1400,4,8,0.07366027819003446,4000.0
795918,448525,0.0,0,0,26994,0,0,0,0.0
2720299,2127901,0.006134969325153374,9.833905338827209e-06,0.08673271802933455,3003,1,2,9.833905338827209e-06,1000.0
1459605,3749748,0.008645533141210375,0.08755495295616089,0.7268545472647,25725,3,6,0.08755495295616089,3000.0
3547614,2860781,0.0,0,0,24272,0,0,0,0.0
3335130,438964,0.0,0,0,800,0,0,0,0.0
1933312,3256959,0.011764705882352941,0.010086898870551465,0.3765154251953279,340,2,4,0.010086898870551465,2000.0
3564448,167816,0.01016260162601626,0.0030850138132538707,0.578751972324934,11352,5,10,0.0030850138132538707,5000.0
3432616,2332893,0.005801526717557252,0.0167724883750793,2.566945580383861,507384,19,38,0.0167724883750793,19000.0
2633605,1933805,0.003048780487804878,3.1556691596453026e-05,0.09649040378701663,19050,1,2,3.1556691596453026e-05,1000.0
2832099,593309,0.003048780487804878,0.0020737094428472376,0.4760475471466513,55968,4,8,0.0020737094428472376,4000.0
2366431,4838273,0.003772161448509996,0.001473744187131044,0.9929074183868954,63288,10,20,0.001473744187131044,10000.0
623567,2164839,0.0,0,0,151107,0,0,0,0.0
3994516,1354897,0.0,0,0,85,0,0,0,0.0
2315048,2033602,0.0,0,0,18865,0,0,0,0.0
1637898,4121411,7.756748371082842e-05,0.0001413827230312456,0.11281537541960392,385890,1,2,0.0001413827230312456,1000.0
892193,4336282,0.0,0,0,1396,0,0,0,0.0
4578655,3601327,0.006393180607352157,0.0063249884028974005,2.755449371294166,885277,24,48,0.0063249884028974005,24000.0
4152864,1994852,0.0,0,0,31,0,0,0,0.0
2533205,2449296,0.0,0,0,122,0,0,0,0.0
3035063,3658576,0.0,0,0,924,0,0,0,0.0
1063789,1199206,0.08333333333333333,0.0041841004184100415,0.18259959014012006,22,1,2,0.0041841004184100415,1000.0
4717616,489300,0.0,0,0,8636,0,0,0,0.0
3652352,1702417,0.09695290858725762,0.254111801832303,6.749602669296096,18755,35,70,0.254111801832303,35000.0
1024682,1315850,0.0,0,0,3216,0,0,0,0.0
2587055,3472626,0.0033613445378151263,1.891614501913237e-05,0.1728713739417528,61380,2,4,1.891614501913237e-05,2000.0
2086863,512769,0.06691176470588235,0.14038550176746337,12.813630070337782,493044,91,182,0.14038550176746337,91000.0
1493935,2241589,0.15151515151515152,0.037425047720183714,0.9771419458426652,261,5,10,0.037425047720183714,5000.0
941692,3517094,0.007936507936507936,3.808190321232837e-06,0.1513471755362777,16120,2,4,3.808190321232837e-06,2000.0
2912801,871888,0.018867924528301886,0.00014914243102162565,0.11349953484329675,704,1,2,0.00014914243102162565,1000.0
3606548,626239,0.00032740368874822657,7.053018583633355e-05,0.2801197641813918,64113,3,6,7.053018583633355e-05,3000.0
2200735,2157328,0.0,0,0,418,0,0,0,0.0
3544260,2618757,0.0,0,0,4028,0,0,0,0.0
1862492,54381,0.0,0,0,444,0,0,0,0.0
3445194,2976923,0.0,0,0,16,0,0,0,0.0
4114513,3383210,0.0,0,0,45,0,0,0,0.0
3744513,1129682,0.0,0,0,53,0,0,0,0.0
2055183,1190704,0.0,0,0,2304,0,0,0,0.0
3592571,377102,0.000693000693000693,0.004347826086956522,0.18388845457974975,21435,1,2,0.004347826086956522,1000.0
484479,352855,0.009086050240513094,0.00044606589218941506,1.553985015297603,149815,17,34,0.00044606589218941506,17000.0
4518583,1939151,0.010438413361169102,0.011796161973323976,3.5121204302353686,320735,30,60,0.011796161973323976,30000.0
2741551,3680201,0.049315068493150684,0.04283035360190274,2.937836174755821,33250,18,36,0.04283035360190274,18000.0
2589986,4298355,0.0,0,0,35,0,0,0,0.0
3446506,3393730,0.0,0,0,2464,0,0,0,0.0
1080614,1486892,0.08236808236808237,0.27812823692813254,10.856457296971419,142410,64,128,0.27812823692813254,64000.0
3819586,3914665,0.0,0,0,188,0,0,0,0.0
2232341,2167763,0.002785515320334262,3.359312012899758e-05,0.09707616992435199,2471,1,2,3.359312012899758e-05,1000.0
3663392,2116501,0.0,0,0,630,0,0,0,0.0
135756,1415397,0.11267605633802817,0.4017399221170234,2.5685824912183595,1530,8,16,0.4017399221170234,8000.0
1304570,762511,0.0,0,0,3680,0,0,0,0.0
3268179,1312177,0.0,0,0,7504,0,0,0,0.0
1034420,2582486,0.03234042553191489,0.3817041767850651,6.862744287807783,84286,38,76,0.3817041767850651,38000.0
1395712,207348,0.012987012987012988,0.0016628273658029823,2.0691585023349193,374825,21,42,0.0016628273658029823,21000.0
28366,1841875,0.07150964812712826,4.431550959010575,22.28834916964447,169884,63,126,4.431550959010575,63000.0
628921,901150,0.0,0,0,860,0,0,0,0.0
2156930,302849,0.01990049751243781,0.024596281534616203,0.7743867629361871,1194,4,8,0.024596281534616203,4000.0
4742865,4011635,0.004415011037527594,0.00012023534322572166,0.2057705553540774,40836,2,4,0.00012023534322572166,2000.0
579052,4286269,0.025454545454545455,0.0031536502776223422,0.8301973992392849,6656,7,14,0.0031536502776223422,7000.0
3622805,2239775,0.0,0,0,535,0,0,0,0.0
1097755,19760,0.016216216216216217,0.039110613624277354,0.6494581110613392,8395,3,6,0.039110613624277354,3000.0
4681267,4047729,0.010638297872340425,0.001171343143497345,1.93291695999535,257984,21,42,0.001171343143497345,21000.0
4214037,1124684,0.0,0,0,8625,0,0,0,0.0
3328824,4725447,0.0031491554537646724,0.0001359500235471488,0.9697198490801099,165888,11,22,0.0001359500235471488,11000.0
1632157,3441172,0.004329004329004329,0.000835421888053467,0.14109200715836145,231,1,2,0.000835421888053467,1000.0
2733872,2966772,0.001282051282051282,1.6614883612740293e-05,0.09086603972658462,108600,1,2,1.6614883612740293e-05,1000.0
4402871,3812818,0.07932960893854749,0.5011315387732806,12.888915260400202,211973,71,142,0.5011315387732806,71000.0
1807180,817365,0.004784688995215311,4.458961778656686e-06,0.15361129482611352,836,2,4,4.458961778656686e-06,2000.0
2763391,4023498,0.00819672131147541,1.3112054304884109e-06,0.07383035914027619,476,1,2,1.3112054304884109e-06,1000.0
1626617,2819030,0.0,0,0,695,0,0,0,0.0
4130943,4188416,0.0,0,0,63840,0,0,0,0.0
467667,4000293,0.043478260869565216,0.018884274499516983,2.697500942981361,63360,21,42,0.018884274499516983,21000.0
585290,2615912,0.0,0,0,5460,0,0,0,0.0
3437795,2770964,0.005263157894736842,0.0005790985924403042,0.8189962342964474,365607,8,16,0.0005790985924403042,8000.0
3206172,4186227,0.0,0,0,25776,0,0,0,0.0
174802,3795595,0.0,0,0,4189,0,0,0,0.0
4371955,1776702,0.09913793103448276,0.21459390363129022,4.650824252107214,16016,23,46,0.21459390363129022,23000.0
2810159,2277589,0.0,0,0,483,0,0,0,0.0
2044305,2746365,0.014631966938456384,0.019360039120164926,13.599279416294184,3324164,131,262,0.019360039120164926,131000.0
2952533,3517217,0.0010277492291880781,0.001834862385321101,0.1587103628958468,973,1,2,0.001834862385321101,1000.0
2914124,4682995,0.045454545454545456,0.005649717514124294,0.19319379300543385,22,1,2,0.005649717514124294,1000.0
61530,3335540,0.006696428571428571,0.0007368282387180117,0.5844023409550289,62776,6,12,0.0007368282387180117,6000.0
4591296,1929062,0.007142857142857143,1.7868157313411062e-05,0.17201349755540346,7781,2,4,1.7868157313411062e-05,2000.0
4428300,2480985,0.009689922480620155,0.008334107427475567,0.7535129596576442,52608,5,10,0.008334107427475567,5000.0
46090,1450214,0.0056,0.001531392513065862,0.7707358756791347,58032,7,14,0.001531392513065862,7000.0
659769,20462,0.0,0,0,2752,0,0,0,0.0
636099,1164072,0.006993006993006993,1.3112054304884109e-06,0.07383035914027619,695,1,2,1.3112054304884109e-06,1000.0
2407305,95886,0.010752688172043012,0.0001155719134550459,0.2046530264078274,1267,2,4,0.0001155719134550459,2000.0
1475238,1917370,0.007796610169491526,0.03213239410544183,2.9392699272019014,1484630,23,46,0.03213239410544183,23000.0
550624,1332575,0.06683804627249357,0.5663244235496367,6.046846718245039,37356,26,52,0.5663244235496367,26000.0
3206394,2933565,0.010380622837370242,0.00010589278844167712,0.2901928005152087,20475,3,6,0.00010589278844167712,3000.0
3940380,3051327,0.0015827338129496403,0.005805093377184944,1.3221547008116266,2661330,11,22,0.005805093377184944,11000.0
273164,1413055,0.01065891472868217,0.02259564441832443,4.119910074977942,771930,33,66,0.02259564441832443,33000.0
1957538,4839138,0.0,0,0,4293,0,0,0,0.0
2749267,3859663,0.01904761904761905,0.002414672760255911,0.2950253316413847,792,2,4,0.002414672760255911,2000.0
173719,2037535,0.0,0,0,24350,0,0,0,0.0
384254,3003794,0.059850374064837904,0.010727424867811976,2.853540709609359,45156,24,48,0.010727424867811976,24000.0
410127,290758,0.0,0,0,990,0,0,0,0.0
2586954,1166818,0.0,0,0,8056,0,0,0,0.0
172972,4299050,0.0,0,0,72,0,0,0,0.0
2422604,909677,0.0,0,0,723,0,0,0,0.0
4326329,732416,0.0,0,0,492,0,0,0,0.0
3476921,4329139,0.1536231884057971,0.29241684432757287,9.382855291556526,23217,53,106,0.29241684432757287,53000.0
2346396,3113197,0.0,0,0,740,0,0,0,0.0
1397316,1548423,0.0,0,0,1538,0,0,0,0.0
4590349,4475906,0.0062402496099844,0.019694481525770795,1.6473461091538142,101574,12,24,0.019694481525770795,12000.0
4462368,1729215,0.055226824457593686,0.06937799869045688,7.866503942268488,186588,56,112,0.06937799869045688,56000.0
1327440,2866511,0.0,0,0,20700,0,0,0,0.0
505918,80983,0.0012755102040816326,1.3112054304884109e-06,0.07383035914027619,6216,1,2,1.3112054304884109e-06,1000.0
1041665,246307,0.008264462809917356,1.1426482014717308e-05,0.08787672930771424,3096,1,2,1.1426482014717308e-05,1000.0
1619831,4149096,0.0,0,0,360,0,0,0,0.0
1602676,4821149,0.0,0,0,6027,0,0,0,0.0
4498800,2530095,0.0,0,0,350,0,0,0,0.0
1220744,2494359,0.02168021680216802,0.0006859421887913909,0.8323492570768054,34720,8,16,0.0006859421887913909,8000.0
3216894,2917270,0.0,0,0,21,0,0,0,0.0
823636,3470096,0.0007716049382716049,2.496984890744426e-06,0.07751681639600151,2590,1,2,2.496984890744426e-06,1000.0
2464404,2214631,0.011029411764705883,0.009673674437290192,0.5065616894001996,6474,3,6,0.009673674437290192,3000.0
2225928,937883,0.0,0,0,162,0,0,0,0.0
3874174,3660958,0.0,0,0,4224,0,0,0,0.0
4510312,4641648,0.13636363636363635,0.18865645760599614,1.6588660655336025,600,6,12,0.18865645760599614,6000.0
1772905,1164032,0.005494505494505495,0.012345679012345678,0.22755980665670933,2210,1,2,0.012345679012345678,1000.0
497126,1813537,0.0,0,0,534,0,0,0,0.0
3956535,1366076,0.0,0,0,2072,0,0,0,0.0
311395,4517546,0.012048192771084338,0.0017391304347826088,0.15737201226551786,164,1,2,0.0017391304347826088,1000.0
691053,2551093,0.0005094243504839531,2.846894038603883e-05,0.09554112551923973,3924,1,2,2.846894038603883e-05,1000.0
1202094,4419310,0.009174311926605505,7.24501180936925e-06,0.08449373257091766,816,1,2,7.24501180936925e-06,1000.0
2511862,702114,0.004405286343612335,0.0077333484689389,0.35893423689376414,1359,2,4,0.0077333484689389,2000.0
1537593,3531111,0.42857142857142855,0.4774361726375702,5.370404478711434,1216,21,42,0.4774361726375702,21000.0
1809060,2755105,0.0,0,0,48,0,0,0,0.0
4561995,4101406,0.01085972850678733,0.0018002738026211245,1.2454248454964203,43080,12,24,0.0018002738026211245,12000.0
1183256,851822,0.06540880503144654,0.6466467189289188,9.376803748479075,166696,52,104,0.6466467189289188,52000.0
2259583,180886,1.6821706730364864e-05,2.496984890744426e-06,0.07751681639600151,59447,1,2,2.496984890744426e-06,1000.0
617956,2413499,0.00645682001614205,0.000545275220444948,1.4851658141550408,167325,16,32,0.000545275220444948,16000.0
1294163,515021,0.019230769230769232,0.0064516129032258064,0.19827795135597165,52,1,2,0.0064516129032258064,1000.0
2063062,1342577,0.01152073732718894,0.0010542815120361882,0.5692756927580802,14140,5,10,0.0010542815120361882,5000.0
1800416,2888042,0.0,0,0,4,0,0,0,0.0
4691181,4610787,0.0,0,0,270,0,0,0,0.0
1834142,3836704,0.008787346221441126,0.0002890158717199614,0.481267475355881,78144,5,10,0.0002890158717199614,5000.0
949172,2071647,0.0048543689320388345,0.0020964360587002098,0.16213981778198122,1400,1,2,0.0020964360587002098,1000.0
2536161,4132261,0.02882332994235334,0.19039814644663175,12.277532614249026,2105925,85,170,0.19039814644663175,85000.0
625451,3547349,0.012726244343891403,0.009627470184971966,9.193379023169346,3064185,90,180,0.009627470184971966,90000.0
2290078,107998,0.0,0,0,555520,0,0,0,0.0
3494888,248970,0.0,0,0,234,0,0,0,0.0
268519,2884416,0.0,0,0,82,0,0,0,0.0
158115,4633431,0.14583333333333334,1.494265881003728,15.600743644980415,74841,70,140,1.494265881003728,70000.0
4699529,317786,0.04676753782668501,0.10266852367967347,5.534894652490868,55678,34,68,0.10266852367967347,34000.0
3256646,751974,0.004901960784313725,0.00041322314049586776,0.12834461545079567,5104,1,2,0.00041322314049586776,1000.0
3725632,731420,0.0,0,0,5859,0,0,0,0.0
2171358,4477620,0.002053388090349076,2.4932681759250024e-05,0.09434557625106478,8460,1,2,2.4932681759250024e-05,1000.0
931647,1765411,0.012269938650306749,0.004098533632395147,0.306659289591227,5814,2,4,0.004098533632395147,2000.0
2744198,3642845,0.0023752969121140144,1.6453321925696797e-05,0.09078543157450997,18600,1,2,1.6453321925696797e-05,1000.0
1765731,1258166,0.0012135922330097086,3.835385264449814e-05,0.09834141717299912,8954,1,2,3.835385264449814e-05,1000.0
2649630,1742482,0.008311688311688312,0.0012918099392817224,1.5832456727994957,74178,16,32,0.0012918099392817224,16000.0
1641756,2486979,0.03155339805825243,0.23419469988164499,4.456317569925206,78864,26,52,0.23419469988164499,26000.0
4036817,1703634,0.0,0,0,6336,0,0,0,0.0
3849807,2866908,0.0,0,0,1070,0,0,0,0.0
1167211,1840412,0.07246376811594203,0.3569235215688679,15.928689344242141,165880,95,190,0.3569235215688679,95000.0
4766814,3298954,0.018148820326678767,0.006775912127648769,1.303352918976792,17424,10,20,0.006775912127648769,10000.0
947762,3341056,0.0,0,0,56,0,0,0,0.0
3136926,4534450,0.0,0,0,690,0,0,0,0.0
3730870,3175312,0.010582010582010581,0.3544665744507873,1.7454127984812338,62622,6,12,0.3544665744507873,6000.0
2690278,3761780,0.019115890083632018,0.0838259337891994,2.6568886035990467,138846,16,32,0.0838259337891994,16000.0
2058283,8356,0.0,0,0,7896,0,0,0,0.0
2646810,4575002,0.0,0,0,1980,0,0,0,0.0
3633833,2573172,0.016042780748663103,0.008204212655944882,0.43608129124757355,4929,3,6,0.008204212655944882,3000.0
4247331,82320,0.0021046301864101023,0.0004545243936239418,1.3209898192446006,159408,14,28,0.0004545243936239418,14000.0
3983042,2701676,0.0166270783847981,0.013962076229361726,1.0952229827938185,20196,7,14,0.013962076229361726,7000.0
2093176,2186222,0.0,0,0,3870,0,0,0,0.0
1412983,2528294,0.0975609756097561,0.5666913681899273,2.890608674261222,2025,8,16,0.5666913681899273,8000.0
3920505,4846084,0.008215962441314555,0.004831522340819363,0.8801089400181088,14314,7,14,0.004831522340819363,7000.0
3320046,4335591,0.0,0,0,8352,0,0,0,0.0
1262238,1048746,0.0,0,0,3048,0,0,0,0.0
3059183,1766159,0.06746987951807229,0.22898792790149655,4.854759828910616,43512,28,56,0.22898792790149655,28000.0
1495241,4548619,0.009389671361502348,0.0016914697536151901,0.42224415808906374,13101,4,8,0.0016914697536151901,4000.0
3717996,3452178,0.0019391118867558659,0.00017141310487836221,0.9002792118395727,61860,10,20,0.00017141310487836221,10000.0
908046,458466,0.002628120893561104,1.1437685162339227e-05,0.16078418297223057,3790,2,4,1.1437685162339227e-05,2000.0
319732,3806748,0.001349527665317139,7.931472081218273e-05,0.10590879112854072,17925,1,2,7.931472081218273e-05,1000.0
748200,1665032,0.0,0,0,1116,0,0,0,0.0
856916,2741764,0.014731785428342675,0.032938081699234796,10.971319489771982,1626492,92,184,0.032938081699234796,92000.0
2695621,4579955,0.0013511753597707885,0.003103020379144996,7.924534555196528,6079788,83,166,0.003103020379144996,83000.0
4016649,3678951,0.009698275862068966,0.0017748784939089688,0.9843999261861431,202462,9,18,0.0017748784939089688,9000.0
3699726,4642092,0.0,0,0,2620,0,0,0,0.0
4599604,1537367,0.045454545454545456,0.04538265452824356,3.813752019965734,83472,26,52,0.04538265452824356,26000.0
4323755,1211774,0.00014087483271113616,3.82374636927387e-05,0.17180629722095309,42588,2,4,3.82374636927387e-05,2000.0
117178,2785207,0.01263537906137184,0.0001220830195798751,0.6291219288252534,37268,7,14,0.0001220830195798751,7000.0
2934603,2472584,0.022649279341111873,0.43881708004166214,6.069670182876476,236929,33,66,0.43881708004166214,33000.0
1432887,2529373,0.0029850746268656717,0.00046992481203007516,0.13049825269557294,2943,1,2,0.00046992481203007516,1000.0
4493215,2784278,0.0,0,0,3567,0,0,0,0.0
4159232,4217711,0.005336179295624333,0.00861504908083125,1.8463195341847805,1646105,15,30,0.00861504908083125,15000.0
3756910,1193087,0.03142677561282212,0.04585550580410978,6.744296986621939,266814,50,100,0.04585550580410978,50000.0
1648871,4590454,0.0,0,0,154,0,0,0,0.0
4458811,3019604,0.010376519418914912,6.591299023718876,33.484035743824,3788015,105,210,6.591299023718876,105000.0
3148390,2002788,0.0,0,0,16068,0,0,0,0.0
769445,2986095,0.0,0,0,10080,0,0,0,0.0
4542296,4029056,0.019736842105263157,0.007873733232201167,0.8686208113005072,21424,6,12,0.007873733232201167,6000.0
3097604,4305969,0.0009755654876693059,0.001608268399817398,4.006971140516509,2951551,43,86,0.001608268399817398,43000.0
3135278,1898689,0.050595238095238096,0.019969628868331663,2.288956583299392,29962,17,34,0.019969628868331663,17000.0
3490385,2303097,0.0,0,0,69,0,0,0,0.0
2880138,1230311,0.006191950464396285,2.674136334459111e-05,0.17781986355853902,24924,2,4,2.674136334459111e-05,2000.0
1799854,1094216,0.0,0,0,2788,0,0,0,0.0
3441024,3198893,0.0,0,0,3584,0,0,0,0.0
1712592,256053,0.015368120085775554,0.006903537934032643,4.536789816641509,336908,43,86,0.006903537934032643,43000.0
1213060,3485270,0.0,0,0,51537,0,0,0,0.0
674419,1687481,0.0,0,0,1048,0,0,0,0.0
2253113,4199739,0.008396305625524769,0.00021515670600743512,0.9009275289488635,41940,10,20,0.00021515670600743512,10000.0
1687100,4699308,0.07835820895522388,0.07330016310931364,3.497160681507271,17340,21,42,0.07330016310931364,21000.0
1687914,1492115,0.0,0,0,46320,0,0,0,0.0
4467644,4597686,0.0024975024975024975,0.0005116350814465997,0.5157861153766713,199710,5,10,0.0005116350814465997,5000.0
1287150,4587728,0.0049261083743842365,1.1426482014717308e-05,0.08787672930771424,3179,1,2,1.1426482014717308e-05,1000.0
885888,2401150,0.0,0,0,5670,0,0,0,0.0
4059232,1934540,0.013027295285359801,0.032948633517969124,5.1774086819185525,1033405,42,84,0.032948633517969124,42000.0
2167353,2927967,0.0009699321047526673,0.0038461538461538464,0.17983406825924927,3087,1,2,0.0038461538461538464,1000.0
2431787,2243309,0.013910355486862442,0.0016212444705537407,2.629705038532864,465575,27,54,0.0016212444705537407,27000.0
