Souce,Sink,Connected
3256646,479870,1
3256646,1968551,1
4600134,2293979,1
4600134,629679,1
4600134,3713660,1
4600134,2642115,1
4600134,1931254,1
4600134,779776,1
2085193,3314478,1
2085193,2796817,1
2085193,2840059,1
2085193,1135346,1
2085193,1254177,1
2085193,4703214,1
4272458,3319125,1
4272458,81484,1
4272458,4651082,1
4272458,2752092,1
4272458,976179,1
4272458,4511061,1
2814285,1522731,1
2814285,583821,1
2814285,1902590,1
2814285,4551214,1
2814285,322518,1
2814285,3544735,1
3641679,22482,1
3641679,3410126,1
3641679,1986883,1
3641679,1835281,1
3641679,4094697,1
3641679,2942007,1
4583761,709848,1
4583761,1372302,1
4583761,3776237,1
4583761,3650633,1
4583761,2027539,1
4583761,2908758,1
3027281,932451,1
3027281,3583627,1
3027281,2217877,1
3027281,3627585,1
3027281,2330114,1
3027281,1978719,1
930131,3494502,1
930131,4434561,1
930131,3185844,1
930131,1865734,1
930131,537798,1
930131,553369,1
823636,643521,1
823636,2709914,1
823636,1710251,1
823636,3981071,1
823636,3944749,1
823636,1918366,1
4280660,2312088,1
4280660,3963726,1
4280660,3824611,1
4280660,2636121,1
4280660,1263409,1
4280660,2810556,1
3690840,568051,1
3690840,2254498,1
3690840,2631733,1
3690840,1771030,1
3690840,3979745,1
3690840,1184334,1
1618265,2943791,1
1618265,3503559,1
1618265,4247533,1
1618265,4848173,1
1618265,3085839,1
1618265,2757027,1
375283,1765722,1
828995,1765722,1
2404727,1765722,1
20388,2363738,1
2757027,2363738,1
3764731,2363738,1
2809458,2363738,1
4675016,2363738,1
4096612,2363738,1
3838303,1470289,1
3838303,1270322,1
3838303,1440375,1
3838303,1346500,1
3838303,2059819,1
3838303,1284143,1
20388,4084063,1
4217908,4084063,1
123307,4084063,1
1765731,2160852,1
1765731,3328639,1
1765731,1052340,1
1765731,3411165,1
1765731,2160732,1
1765731,4266149,1
1184100,4249184,1
1184100,4800406,1
1184100,4673467,1
1184100,1215929,1
1184100,561693,1
1184100,953382,1
4796773,192842,1
4796773,524247,1
4796773,974413,1
4796773,98294,1
4796773,4287060,1
4796773,3700231,1
733542,3870424,1
733542,2057832,1
733542,3241571,1
1601895,286013,1
1601895,2430150,1
1601895,2093116,1
1601895,3130382,1
1601895,1829304,1
1601895,3978423,1
4804968,4745392,1
4804968,1712952,1
4804968,3177922,1
4804968,3328639,1
4804968,1052340,1
4804968,605562,1
3535207,904305,1
3535207,3277025,1
3535207,2102888,1
3535207,1204347,1
3535207,37426,1
3535207,2533543,1
4034922,3274854,1
2452371,2888042,1
1763327,4796771,1
184687,3127075,1
184687,4740252,1
184687,3304775,1
184687,2019017,1
184687,217643,1
184687,3265454,1
3223920,38120,1
3223920,3790276,1
3223920,2257058,1
3223920,2800322,1
3223920,3267295,1
3223920,3378708,1
4588320,610672,1
3137492,610672,1
2857848,610672,1
3871155,610672,1
1868001,610672,1
714035,4723059,1
740572,4723059,1
745007,4723059,1
2309487,4723059,1
2695621,4723059,1
1635105,4723059,1
2337068,848246,1
84920,848246,1
1655976,848246,1
3592571,3003652,1
3592571,1978225,1
3592571,4133454,1
3592571,3905321,1
3592571,3346364,1
3592571,595088,1
2494843,1564706,1
2494843,4349861,1
2494843,3481195,1
2494843,764600,1
2494843,1483161,1
2494843,3752031,1
20388,4690299,1
1042163,4690299,1
2445753,4690299,1
2619379,4690299,1
1260507,4690299,1
2984603,4690299,1
1505741,1102206,1
1273418,1102206,1
1796644,1102206,1
934509,1102206,1
676901,1102206,1
3521489,1102206,1
2167167,491276,1
2167167,1189398,1
2167167,2872690,1
2167167,4002768,1
2167167,1630709,1
2167167,1260548,1
758145,1981993,1
758145,2721125,1
758145,3326856,1
758145,2481394,1
758145,176952,1
758145,3996470,1
2619379,3010945,1
2177945,3010945,1
1793311,3010945,1
1660431,3010945,1
3104940,3010945,1
4588320,3010945,1
1413512,3440045,1
1413512,2135370,1
1413512,2685283,1
1413512,1565469,1
1413512,4720169,1
1413512,275639,1
2757027,2027917,1
1260507,2027917,1
2324352,2027917,1
1699324,2027917,1
1793311,2027917,1
1232138,2027917,1
4247950,3576382,1
4247950,3492960,1
4247950,2435515,1
4247950,4524236,1
4247950,2475797,1
4247950,1155361,1
3248527,3762612,1
3248527,2792426,1
3248527,3116573,1
3248527,2023163,1
3248527,2968252,1
3248527,218061,1
20388,2224526,1
2930986,2224526,1
3247133,2224526,1
740572,2224526,1
2177982,2224526,1
262985,2224526,1
2044305,3995828,1
2044305,2481461,1
2044305,725740,1
2044305,4419578,1
2044305,2667898,1
2044305,3059583,1
2421138,3162370,1
2421138,317786,1
2421138,215500,1
2421138,4422502,1
2421138,706015,1
2421138,2767128,1
2619379,2445713,1
448823,2445713,1
714035,2445713,1
3465568,2445713,1
126344,2445713,1
3247133,2445713,1
979348,544366,1
979348,3413319,1
979348,1810664,1
979348,3612042,1
979348,1535557,1
979348,3258745,1
2619379,4059533,1
3247133,4059533,1
2809092,4059533,1
3904947,4059533,1
2177982,4059533,1
4668030,4059533,1
2560408,1246322,1
2560408,1854093,1
2560408,4712025,1
2560408,3266869,1
2560408,3445039,1
2560408,1424422,1
2983633,2576794,1
2619379,4403612,1
2984603,4403612,1
1660431,4403612,1
2120801,4403612,1
4333556,4403612,1
296616,4403612,1
2290078,3181920,1
2290078,751462,1
2290078,9915,1
2290078,2089681,1
2290078,1213922,1
2290078,3332967,1
2495727,1593758,1
1122066,1593758,1
3352123,1593758,1
1744579,1593758,1
3329174,1593758,1
1127947,1593758,1
1094048,3722616,1
1094048,177710,1
1094048,2038122,1
1094048,1489635,1
1094048,276096,1
1094048,544760,1
225697,4178072,1
225697,3088232,1
225697,2053252,1
225697,4216594,1
225697,149631,1
225697,1808918,1
4837795,902165,1
4837795,2797214,1
4837795,1052805,1
4837795,183971,1
4837795,901801,1
4837795,2629299,1
2809458,733605,1
2363814,3252120,1
2363814,1482053,1
2363814,767287,1
2363814,2435335,1
2363814,3916638,1
2363814,1900996,1
725415,365750,1
725415,2804004,1
725415,4513198,1
725415,4141584,1
725415,4836445,1
725415,2015812,1
2920873,3487024,1
2920873,999933,1
2920873,2834538,1
2920873,2946454,1
2920873,514222,1
2920873,4225710,1
4182445,1256566,1
4182445,4300858,1
4182445,2082690,1
4182445,4200722,1
4182445,1275758,1
4182445,1511168,1
4207021,2925611,1
4207021,1610520,1
4207021,2167445,1
4207021,60391,1
4207021,2088214,1
4207021,2063935,1
2568622,1127068,1
2568622,4564723,1
2568622,1602096,1
2568622,1852196,1
2568622,786751,1
2568622,2008868,1
4624816,4389575,1
4624816,295035,1
4624816,254775,1
4624816,4121411,1
4624816,3238936,1
4624816,2624184,1
1479088,2059811,1
1479088,3743644,1
1479088,2734958,1
1479088,3720251,1
1479088,2596615,1
1479088,1131962,1
4469172,3541234,1
4469172,73951,1
4469172,3732480,1
4469172,468003,1
4469172,785523,1
4469172,709224,1
3961269,81170,1
3961269,4787733,1
3961269,3953209,1
3961269,2624568,1
3961269,3406779,1
3961269,1980356,1
3273144,3864253,1
3273144,1241954,1
3273144,1193827,1
3273144,4255739,1
3273144,1408644,1
3273144,3951472,1
2429371,2448159,1
2429371,1494526,1
2429371,4394409,1
2429371,1802489,1
2429371,339742,1
2429371,793369,1
1626066,2781628,1
2393937,2781628,1
519133,2781628,1
1835453,2781628,1
3393738,2781628,1
4538076,2781628,1
4690365,3067722,1
4690365,2975828,1
4690365,3193551,1
4690365,1201339,1
4690365,225612,1
4690365,1145812,1
706737,4673981,1
709751,3871166,1
3575619,3871166,1
1573341,3871166,1
3682095,3871166,1
2782280,3420607,1
594370,2299295,1
594370,1635614,1
594370,2544271,1
594370,3839379,1
594370,3157986,1
594370,948909,1
2019781,3313190,1
2019781,508490,1
2019781,1009873,1
2019781,3778482,1
2019781,3831918,1
2019781,467105,1
3879365,2219069,1
3879365,1101817,1
3879365,2297096,1
3879365,2892363,1
3879365,1430599,1
3879365,3152119,1
1146906,1487302,1
2549365,1487302,1
1757498,1487302,1
1812114,1487302,1
3376555,1487302,1
3174668,1487302,1
3445194,1805044,1
3445194,4134741,1
3445194,3962132,1
3445194,1055378,1
3445194,4097854,1
3445194,3777837,1
4305360,4634194,1
4305360,4147670,1
4305360,3017013,1
4305360,1890104,1
4305360,2200421,1
4305360,1259126,1
3158482,3776449,1
3158482,1601895,1
3158482,2603544,1
3248594,2669168,1
3248594,3483783,1
3248594,845159,1
3248594,920656,1
3248594,2774493,1
3248594,2908986,1
3207642,1525038,1
3207642,592838,1
3207642,4324136,1
3207642,3180083,1
3207642,2380803,1
3207642,1497719,1
745007,3625439,1
2809458,3625439,1
3004880,3625439,1
2309487,3625439,1
2856321,3625439,1
2480720,3625439,1
3928545,3205651,1
3928545,1741321,1
3928545,2045378,1
3928545,1494526,1
3928545,666299,1
3928545,3773259,1
1699324,2052579,1
3553485,2052579,1
1165817,2052579,1
1324992,2052579,1
1341632,2052579,1
2939764,2052579,1
1429988,2586542,1
1429988,2441529,1
1429988,4544032,1
1429988,917277,1
1429988,4339581,1
1429988,3645940,1
455141,4324214,1
455141,3791394,1
455141,2954880,1
455141,563312,1
455141,4313799,1
455141,4233966,1
20388,676325,1
2757027,676325,1
2984603,676325,1
2930986,676325,1
2177945,676325,1
1699324,676325,1
2585063,2038022,1
2585063,565885,1
2585063,3615712,1
2585063,3315777,1
2585063,1799182,1
2585063,3637241,1
340456,4359997,1
340456,714170,1
340456,2869408,1
340456,3339517,1
340456,2861939,1
340456,1852528,1
20388,463338,1
2619379,463338,1
2984603,463338,1
714035,463338,1
3465568,463338,1
376921,463338,1
1896939,121952,1
1896939,4608087,1
1896939,872441,1
1896939,2936055,1
1896939,3350116,1
1896939,825846,1
448823,1765869,1
714035,1765869,1
4586866,1765869,1
3303132,1765869,1
4864020,1765869,1
2309487,1765869,1
4370932,2977073,1
4370932,1024845,1
4370932,2968012,1
4370932,3511615,1
4370932,888810,1
4370932,3567047,1
319732,1192436,1
2389556,1192436,1
4333979,1192436,1
2452853,1192436,1
2571189,1192436,1
746857,1192436,1
4395510,1377538,1
4395510,3487024,1
4395510,1159031,1
4395510,1163382,1
4395510,3588007,1
4395510,4413582,1
20388,4289016,1
2329336,4289016,1
3761918,4289016,1
1626617,745635,1
1626617,3586900,1
1626617,165887,1
1626617,933487,1
1626617,3281984,1
1626617,785197,1
3764731,2177277,1
3764731,1034693,1
3764731,2255764,1
3764731,3977047,1
3764731,4393737,1
3764731,2222602,1
1176065,2875674,1
1176065,2644445,1
1176065,2066480,1
1176065,3153980,1
1176065,201039,1
1176065,573826,1
651778,602109,1
651778,3174728,1
651778,3733494,1
651778,4233597,1
651778,977434,1
651778,2545923,1
4687539,1552898,1
4675016,1552898,1
2452853,1552898,1
2824622,1552898,1
3872353,1552898,1
4554711,1552898,1
504324,1340422,1
504324,3390690,1
504324,1208622,1
504324,1418628,1
504324,4319178,1
504324,4280420,1
2019845,4610775,1
2019845,1690853,1
2019845,2656774,1
2019845,191747,1
2019845,1258011,1
2019845,3116992,1
1708548,2720304,1
1708548,4823106,1
1708548,1799854,1
1708548,1756073,1
1708548,3235648,1
1708548,837068,1
4846084,519298,1
4846084,3353416,1
4846084,1508413,1
4846084,4819315,1
4846084,3454752,1
4846084,2542026,1
2619379,4370950,1
1799934,4370950,1
2057013,4370950,1
2120801,4370950,1
2966826,4370950,1
808306,4370950,1
4428300,4503627,1
4428300,477296,1
4428300,3428863,1
4428300,1629404,1
4428300,1029210,1
4428300,3989102,1
4518416,2892399,1
4518416,1857898,1
4518416,4587451,1
4518416,383056,1
4518416,417274,1
4518416,783713,1
3863062,563933,1
3863062,2524335,1
3863062,1811353,1
3863062,4336166,1
3863062,2807528,1
3863062,993942,1
2241048,1500229,1
2241048,2023163,1
2241048,850459,1
2241048,1729215,1
2241048,3567109,1
2241048,4419578,1
20388,37400,1
3247133,37400,1
740572,37400,1
2809092,37400,1
3360062,37400,1
4082872,37400,1
2519581,2787152,1
2519581,1129339,1
2519581,105228,1
2519581,192842,1
2519581,119228,1
2519581,3877409,1
20388,528928,1
3638538,528928,1
1793311,528928,1
3054246,528928,1
3255019,528928,1
1807180,528928,1
2912801,3551419,1
2912801,1325337,1
2912801,630219,1
2912801,3117644,1
2912801,625451,1
2912801,15747,1
4772392,1156181,1
4772392,1131962,1
4772392,80636,1
4772392,4585753,1
4772392,3268574,1
4772392,4299022,1
1069609,1161170,1
1069609,1421886,1
1069609,4789443,1
1069609,2002799,1
1069609,934291,1
1069609,4445347,1
1085187,2265640,1
3926802,2265640,1
2195988,2265640,1
4026923,1755250,1
4026923,1593257,1
4026923,3489032,1
4026923,3351310,1
4026923,3423607,1
4026923,4456828,1
3052079,2825292,1
3052079,3071788,1
3052079,327460,1
3052079,3317273,1
3052079,873752,1
3052079,2324593,1
2519600,3981142,1
2519600,297137,1
2519600,903602,1
2519600,4769116,1
2519600,2668977,1
2519600,2388540,1
2978353,3747220,1
2978353,5091,1
2978353,4274063,1
2978353,862257,1
2978353,1651467,1
2978353,4212052,1
1662015,1495600,1
689629,1495600,1
3240496,3517094,1
3240496,3268211,1
3240496,391686,1
3240496,1314264,1
3240496,3017206,1
3240496,3147760,1
714035,3789363,1
3247133,3789363,1
745007,3789363,1
3303132,3789363,1
2309487,3789363,1
4082872,3789363,1
2167353,734992,1
2167353,3819711,1
2167353,1373305,1
2167353,3955891,1
2167353,4584837,1
2167353,1961005,1
2748192,1561146,1
2956481,1561146,1
2740141,1561146,1
4239933,4754413,1
4239933,854110,1
4239933,3297304,1
4239933,930031,1
4239933,47476,1
4239933,67243,1
651837,4559602,1
651837,1248194,1
651837,2714655,1
651837,2684422,1
651837,27686,1
651837,4462872,1
4493888,1244610,1
4493888,3877409,1
4493888,2132445,1
4493888,881132,1
4493888,4434389,1
4493888,2035193,1
3584579,2509429,1
3584579,2645371,1
3584579,2289456,1
3584579,1219937,1
3584579,2355526,1
3584579,1704225,1
1397316,3916638,1
1397316,705359,1
1397316,2326600,1
1397316,1018990,1
1397316,3016315,1
1397316,2166656,1
1299015,468003,1
1299015,3210520,1
1299015,252832,1
1299015,1669501,1
1299015,4813076,1
1299015,1610783,1
848620,1094216,1
3487024,1094216,1
4720208,1094216,1
3795772,1094216,1
4669839,1094216,1
2149018,1094216,1
717384,4445347,1
717384,2224557,1
717384,1283903,1
717384,4254453,1
717384,3040036,1
717384,4258112,1
135756,1649444,1
135756,4165883,1
135756,1887692,1
135756,811644,1
135756,4714256,1
135756,2263252,1
2675276,4445347,1
2675276,1778002,1
2675276,3575349,1
2675276,947401,1
2675276,2514109,1
2675276,1096515,1
3117644,1794785,1
3117644,4445347,1
3117644,2472584,1
3117644,255581,1
3117644,4720169,1
3117644,428234,1
4444751,666832,1
4444751,2443730,1
4444751,2009060,1
4444751,3072089,1
4444751,2192764,1
4444751,3325089,1
889772,946768,1
3953029,946768,1
3169688,946768,1
3086708,946768,1
2978385,266484,1
2978385,2475128,1
2978385,1351446,1
2978385,4392330,1
2978385,2987192,1
2978385,3830184,1
3472025,668241,1
2057013,668241,1
2516690,668241,1
1038074,668241,1
2367596,668241,1
2384043,668241,1
1954387,1842310,1
1954387,4610349,1
1954387,2333226,1
1954387,979509,1
1954387,3380446,1
1954387,1380921,1
487639,2757201,1
2223881,2757201,1
2808502,2757201,1
2984603,2757201,1
714035,2757201,1
621120,2757201,1
4190805,1437914,1
4190805,2583535,1
4190805,4533595,1
4190805,4001832,1
4190805,1307494,1
4190805,1871972,1
2085462,2338577,1
2085462,1618688,1
2085462,4372383,1
2085462,3569263,1
2085462,4361902,1
2085462,3589173,1
2757027,3281495,1
714035,3281495,1
3465568,3281495,1
2040801,3281495,1
3821362,3281495,1
3764731,3281495,1
3191384,3918398,1
3191384,3255842,1
3191384,4128692,1
3191384,3458203,1
3191384,2114739,1
3191384,1124494,1
3453522,4505616,1
3453522,3400015,1
3453522,1425784,1
3453522,2956435,1
3453522,4016174,1
3453522,1525112,1
261200,1135187,1
3991692,1135187,1
2619073,1135187,1
4208529,1135187,1
4802205,1135187,1
4223007,1135187,1
20388,3175009,1
1053284,1562268,1
1053284,32708,1
1053284,3198810,1
1053284,95926,1
1053284,2736200,1
1053284,2604157,1
4510312,2619413,1
4510312,693744,1
4510312,2091813,1
4510312,2696592,1
4510312,396468,1
4510312,3150090,1
1577581,3487840,1
1577581,890047,1
1577581,2710564,1
1577581,1717627,1
1577581,1172989,1
1577581,1428640,1
2175599,90671,1
2175599,2933534,1
2175599,3386272,1
2175599,2572410,1
2175599,3027947,1
2175599,2118843,1
1618544,81170,1
1618544,3241024,1
1618544,3793690,1
1618544,3569434,1
1618544,92632,1
1618544,3381219,1
163021,1413750,1
848620,1413750,1
1989026,1413750,1
3115958,1413750,1
4841186,1413750,1
3628312,1413750,1
20388,2191992,1
2651013,2191992,1
3920505,3266143,1
3920505,247783,1
3920505,428997,1
3920505,3857721,1
3920505,2460290,1
3920505,3495571,1
20388,2675321,1
2984603,2675321,1
661704,2675321,1
448823,2675321,1
3377456,2675321,1
1600876,2675321,1
4256381,3707091,1
4256381,4043223,1
4256381,4665870,1
4256381,2062745,1
4256381,3608500,1
4256381,2072867,1
1520254,1637006,1
1520254,667134,1
1520254,1590090,1
1520254,3563746,1
1520254,3955022,1
1520254,2744198,1
3055409,3256959,1
2785552,3256959,1
127619,335946,1
127619,948510,1
127619,2391414,1
127619,3194471,1
127619,3305419,1
127619,4158660,1
176774,1567178,1
176774,1884638,1
176774,736105,1
176774,3204669,1
176774,153095,1
176774,1468599,1
660102,2002799,1
660102,522118,1
660102,1690853,1
660102,4050341,1
660102,1051907,1
660102,541721,1
3278181,193159,1
4518416,193159,1
2880138,4585113,1
2880138,1046828,1
2880138,4299022,1
2880138,2005983,1
2880138,4722644,1
2880138,4001922,1
2619379,3994251,1
2057013,3994251,1
448823,3994251,1
2120801,3994251,1
4208704,3994251,1
4728747,3994251,1
20388,1397388,1
3196935,1397388,1
1851526,1397388,1
3955980,1397388,1
2904717,4640383,1
1757836,4304836,1
1757836,2998615,1
1757836,59975,1
1757836,2822618,1
1757836,4005428,1
1757836,4859244,1
2757027,299664,1
448823,299664,1
714035,299664,1
3465568,299664,1
4388455,299664,1
4851622,299664,1
1802489,987793,1
2930986,987793,1
714035,987793,1
3465568,987793,1
126344,987793,1
3200364,987793,1
2290322,2234625,1
2093716,3713036,1
2093716,4501155,1
2093716,414855,1
2093716,3448331,1
2093716,1615818,1
2093716,806785,1
2970262,3493988,1
2970262,2746210,1
2970262,2342148,1
2970262,3780263,1
2970262,803402,1
2970262,164538,1
2984603,3666587,1
3247133,3666587,1
740572,3666587,1
745007,3666587,1
428099,3666587,1
3303132,3666587,1
4420255,2373206,1
4420255,753964,1
4420255,420735,1
4420255,4445347,1
4420255,780510,1
4420255,4550283,1
3093160,55082,1
3093160,2744499,1
3093160,3605497,1
3093160,1102049,1
3093160,1964312,1
3093160,4400515,1
3633833,4030852,1
3633833,3521535,1
3633833,2918029,1
3633833,1398806,1
3633833,1976234,1
3633833,816766,1
2347696,1343246,1
2347696,2032827,1
2347696,4089672,1
2347696,3314478,1
2347696,1622552,1
2347696,3822678,1
2808502,4666032,1
2619379,4666032,1
2930986,4666032,1
4388455,4666032,1
3116573,4666032,1
745007,4666032,1
2314931,4736853,1
2314931,4568650,1
2314931,3728597,1
2314931,9273,1
2314931,1619735,1
2314931,1933021,1
1658132,438964,1
2887639,438964,1
868308,438964,1
126673,438964,1
1719345,438964,1
3465568,4477620,1
1505741,4477620,1
4586866,4477620,1
3356514,4477620,1
2809458,4477620,1
1763327,4477620,1
414390,1168013,1
414390,2854823,1
414390,4351172,1
414390,4717128,1
414390,2685404,1
414390,1854238,1
4518583,4135974,1
4518583,3891080,1
4518583,3667770,1
4518583,4445347,1
4518583,3886565,1
4518583,3180015,1
20388,1258166,1
2998332,1258166,1
4096612,1258166,1
1403971,1258166,1
3864963,1258166,1
2650447,1258166,1
807609,2562600,1
807609,1426336,1
807609,3681571,1
807609,3465067,1
807609,1179589,1
807609,3369010,1
3807533,4584115,1
3764731,4584115,1
4586866,4584115,1
2809458,4584115,1
2120801,4584115,1
3378483,4584115,1
144060,1933294,1
144060,2169413,1
144060,368169,1
144060,3547037,1
144060,2633571,1
144060,3786705,1
20388,4420285,1
2809458,4420285,1
2120801,4420285,1
2309487,4420285,1
808306,4420285,1
1635105,4420285,1
2757027,4625087,1
2619379,4625087,1
714035,4625087,1
3465568,4625087,1
3247133,4625087,1
740572,4625087,1
2486979,4069248,1
2486979,1058440,1
2486979,2949311,1
2486979,3205964,1
2486979,2416123,1
2486979,2511862,1
2618052,2458095,1
2618052,193597,1
2618052,1135932,1
2618052,2442153,1
2618052,1122308,1
2618052,1239560,1
979653,1980731,1
979653,3534604,1
979653,3616706,1
979653,3507219,1
979653,1829803,1
979653,2716943,1
1823430,2250146,1
1823430,2905236,1
1823430,4781252,1
1823430,2642341,1
1823430,3175677,1
1225417,2265196,1
1225417,912113,1
1225417,1054633,1
1225417,2147324,1
1225417,1506511,1
1225417,2063103,1
471758,2186732,1
471758,888207,1
471758,3220545,1
471758,82340,1
471758,4327084,1
471758,4693140,1
2749135,49764,1
2749135,3419903,1
2749135,990421,1
2749135,3863938,1
2749135,3341321,1
2749135,3775593,1
72839,2609871,1
3371729,2605034,1
3371729,1333386,1
3371729,4186178,1
3371729,3732858,1
3371729,1181717,1
3371729,456157,1
1340111,3019976,1
1340111,615888,1
1340111,2114618,1
1340111,4561302,1
1340111,3707029,1
1340111,4631614,1
4716010,4207316,1
1463033,4207316,1
4204052,4207316,1
2932339,4207316,1
2740141,4207316,1
2433389,4207316,1
2603095,2585300,1
1880244,2585300,1
1298087,2585300,1
762550,2585300,1
4217908,2585300,1
802812,2585300,1
4223704,4445347,1
4223704,520234,1
4223704,1984005,1
4223704,3148818,1
4223704,1494526,1
4223704,3747595,1
1938140,4834748,1
1938140,1727739,1
1938140,3437036,1
1938140,3672963,1
1938140,1514822,1
1938140,637906,1
3670317,3142365,1
2808502,3142365,1
2619379,3142365,1
1953662,3142365,1
2984603,3142365,1
2177945,3142365,1
4338398,3864396,1
4338398,616256,1
4338398,4682116,1
4338398,3934368,1
4338398,1690853,1
4338398,3353876,1
262622,4797151,1
112507,824031,1
2536161,4720436,1
2536161,1549554,1
2536161,4780507,1
2536161,3432697,1
2536161,3285368,1
2536161,3775814,1
2619379,1635042,1
3827405,1635042,1
2809458,1635042,1
4339556,1635042,1
2360543,1635042,1
2833751,1635042,1
4043495,621120,1
4043495,2017826,1
4043495,2401550,1
4043495,889015,1
4043495,2956672,1
4043495,2757738,1
2396903,2646353,1
2396903,1964770,1
2396903,4140554,1
2396903,4393177,1
2396903,2781561,1
2396903,1273614,1
1200874,4454411,1
1200874,144786,1
1200874,2385668,1
1200874,4429594,1
1200874,3065038,1
1200874,2059472,1
20388,824046,1
850459,824046,1
2549365,824046,1
1812114,824046,1
3376555,824046,1
3174668,824046,1
3969780,546285,1
3969780,3393805,1
3969780,1061920,1
3969780,2503082,1
3969780,1613370,1
3969780,2911365,1
2077429,347216,1
2077429,3127639,1
2077429,1408789,1
2077429,1623499,1
2077429,762811,1
2077429,3999158,1
4096612,1725177,1
3487024,1725177,1
1600658,1725177,1
1601895,1725177,1
4510458,3232843,1
4510458,1139936,1
4510458,888836,1
4510458,3600625,1
4510458,2434952,1
4510458,3750067,1
448823,1536763,1
2957222,1536763,1
4588320,1536763,1
4422390,1536763,1
642200,1536763,1
2186304,1536763,1
3482689,570107,1
3723134,570107,1
2891053,570107,1
814362,570107,1
4124767,570107,1
2477149,570107,1
381694,2076394,1
381694,2724158,1
381694,1860517,1
381694,2408386,1
381694,643077,1
381694,508164,1
1774334,2952202,1
1774334,3957290,1
1774334,4350964,1
1774334,1014351,1
1774334,2719436,1
1774334,445022,1
512769,3436436,1
512769,4389071,1
512769,4445347,1
512769,1540331,1
512769,4840989,1
512769,352403,1
4395778,1139433,1
4395778,2059188,1
4395778,3379788,1
4395778,4817421,1
4395778,235978,1
4395778,1459253,1
2619379,13060,1
3356514,13060,1
2120801,13060,1
808306,13060,1
3421034,13060,1
2680868,13060,1
4805386,715442,1
4805386,4836897,1
4805386,4602801,1
4805386,1296252,1
4805386,948403,1
4805386,2089327,1
2619379,938763,1
714035,938763,1
3465568,938763,1
745007,938763,1
2403802,938763,1
2120801,938763,1
3298060,2973032,1
3298060,1488741,1
3298060,1185271,1
3298060,314240,1
3298060,1880756,1
3298060,4252634,1
2126605,1316699,1
2126605,2050042,1
2126605,826604,1
2126605,2528966,1
2126605,4219618,1
2126605,1629463,1
2544398,420959,1
2544398,4583732,1
2544398,1223066,1
2544398,4232250,1
2544398,1403971,1
2544398,3533117,1
1766159,2527647,1
1766159,614029,1
1766159,663465,1
1766159,1244123,1
1766159,4429490,1
1766159,1488968,1
2809458,3470096,1
3487024,3470096,1
714035,3158801,1
3247133,3158801,1
740572,3158801,1
745007,3158801,1
4790649,3158801,1
4204052,3158801,1
873234,317786,1
873234,4152370,1
873234,346224,1
873234,2073363,1
873234,3612007,1
873234,4110657,1
1430292,3999286,1
1430292,3528096,1
1430292,1359323,1
1430292,1622842,1
1430292,1338859,1
1430292,2416182,1
1676054,614334,1
1676054,1698754,1
1676054,2313745,1
1676054,4751012,1
1676054,706854,1
1676054,2671417,1
3436345,242455,1
1204184,242455,1
457419,242455,1
2605583,242455,1
20388,791325,1
3487024,791325,1
2434908,791325,1
4159232,791325,1
1638122,791325,1
3503374,791325,1
316192,3259511,1
316192,703469,1
316192,640955,1
316192,3256694,1
316192,1206713,1
316192,2011847,1
2366247,3781412,1
610208,3781412,1
3380008,2900321,1
3380008,1583704,1
3380008,3923292,1
3380008,1552605,1
3380008,729622,1
3380008,677055,1
2315048,1062273,1
2315048,769446,1
2315048,129857,1
2315048,1336743,1
2315048,4569243,1
2315048,1310759,1
4910,4128945,1
4910,2292610,1
4910,527443,1
4910,2440785,1
4910,1603831,1
4910,168845,1
1660431,4027183,1
4668030,4027183,1
2606468,4027183,1
4701952,4027183,1
1522778,4027183,1
1298207,4027183,1
3576624,4054487,1
3576624,3945416,1
3576624,4647923,1
3576624,2947403,1
3576624,1462630,1
3576624,1265198,1
1232138,3306286,1
4673870,3306286,1
4427734,3306286,1
4742860,3306286,1
2809092,3306286,1
4580226,3306286,1
3314478,3617600,1
3314478,2048998,1
3314478,2786902,1
3314478,4118254,1
3314478,3229114,1
3314478,380970,1
2808502,4305715,1
2984603,4305715,1
2926541,4305715,1
1699324,4305715,1
714035,4305715,1
126344,4305715,1
4457580,742195,1
4749275,742195,1
3656366,742195,1
15031,742195,1
3324799,742195,1
2578446,742195,1
20388,3593013,1
2984603,3593013,1
714035,3593013,1
3104940,3593013,1
740572,3593013,1
1324992,3593013,1
4586866,4764472,1
2661137,4764472,1
4475147,4764472,1
4489237,4764472,1
3872353,4764472,1
4554711,4764472,1
3388216,85708,1
3388216,814308,1
3388216,2866575,1
3388216,4093285,1
3388216,3324314,1
3388216,1948661,1
78652,2362482,1
78652,3003098,1
78652,3289266,1
78652,4352024,1
78652,4552530,1
78652,3653045,1
2585410,1689039,1
2585410,2500371,1
2585410,4473226,1
2585410,4459927,1
2585410,349769,1
2585410,2959004,1
1774406,3013812,1
1774406,3449047,1
1774406,2117213,1
1774406,298620,1
1774406,3430910,1
1774406,2306470,1
938826,2273810,1
938826,3597652,1
938826,4771648,1
938826,4413656,1
938826,3056299,1
938826,2268472,1
3857721,3683147,1
714035,3683147,1
850682,3683147,1
3247133,3683147,1
745007,3683147,1
4332049,3683147,1
1807180,4561995,1
1807180,500739,1
1807180,2260223,1
1807180,2246013,1
1807180,3841245,1
1807180,4404427,1
4739917,1310357,1
4739917,4628509,1
4739917,1106542,1
