Souce,Sink,Connected,Jaccard,Resource_alloc,Adamic_adar,Preferential_attachment,Common Neighbours,CN Sound-Hopcroft,Resoruce Alloc Index,Within Inner Cluster
1550721,3334280,1,0.005908419497784343,0.0003134031632689501,0.40811881350062706,113684,4,8,0.0003134031632689501,4000.0
4333556,960334,1,0.001369703704660869,0.009269381805510015,10.727953417365642,9285000,106,212,0.009269381805510015,106000.0
4182497,1246433,1,0.00411522633744856,0.004484304932735426,0.18493956587030455,723,1,2,0.004484304932735426,1000.0
3887537,2389556,1,0.019769357495881382,0.030934632451294453,6.069607484656525,780955,48,96,0.030934632451294453,48000.0
3162895,3521276,1,0.01699575106223444,6.947989455634372,55.06713310844819,6511232,204,408,6.947989455634372,204000.0
2637057,890156,1,0.0053475935828877,0.010402042827750457,0.526892292829233,3348,3,6,0.010402042827750457,3000.0
1320102,3688691,1,0.003929273084479371,0.023952788706317982,0.4461208180650671,2028,2,4,0.023952788706317982,2000.0
2624330,282738,1,0.001105583195135434,3.808190321232837e-06,0.1513471755362777,98280,2,4,3.808190321232837e-06,2000.0
447070,310747,1,0.0,0,0,97,0,0,0,0.0
805356,356882,1,0.027777777777777776,0.0012360939431396785,0.14934737622606303,70,1,2,0.0012360939431396785,1000.0
2284979,4138622,1,0.0,0,0,512,0,0,0,0.0
4398685,2079943,1,0.02197802197802198,0.0013988915942898578,0.26642509902360545,1512,2,4,0.0013988915942898578,2000.0
2486979,438278,1,0.017218543046357615,0.030107028586615178,1.9931658156425294,17856,13,26,0.030107028586615178,13000.0
2054863,1574437,1,0.04926108374384237,1.1331740424281689,4.451539053404059,11342,10,20,1.1331740424281689,10000.0
781665,3826218,1,0.12244897959183673,0.06374674166371795,1.240369098197505,666,6,12,0.06374674166371795,6000.0
166797,2121362,1,0.029748283752860413,0.14425604149225335,6.585180564877928,197561,39,78,0.14425604149225335,39000.0
2690880,3852631,1,0.01652892561983471,0.0033191844138493677,0.5597466136847189,2360,4,8,0.0033191844138493677,4000.0
32418,4758181,1,0.10344827586206896,0.06253422307590174,1.3098605165908674,663,6,12,0.06253422307590174,6000.0
962715,4287039,1,0.0,0,0,78,0,0,0,0.0
249367,3733760,1,0.03557452863749555,0.08727924871577712,13.277917467203158,2093358,100,200,0.08727924871577712,100000.0
1246259,3809800,1,0.03234501347708895,0.031051113495611012,1.9849319701996566,35266,12,24,0.031051113495611012,12000.0
453052,196676,1,0.0,0,0,41,0,0,0,0.0
4590204,1527258,1,0.0,0,0,3248,0,0,0,0.0
4004522,1663756,1,0.003683241252302026,0.010021628977970034,0.33968337641715773,1626,2,4,0.010021628977970034,2000.0
2882833,2444186,1,0.0,0,0,4044,0,0,0,0.0
3786230,1273798,1,0.004998718277364778,0.17020503289270436,10.598876435090743,8118256,78,156,0.17020503289270436,78000.0
1584072,4424137,1,0.030257186081694403,0.3534513607687067,7.191775444170332,181800,40,80,0.3534513607687067,40000.0
3716377,845532,1,0.0,0,0,92,0,0,0,0.0
451580,2346769,1,0.0,0,0,420,0,0,0,0.0
4214939,558530,1,0.0,0,0,910,0,0,0,0.0
76360,3110105,1,0.06206896551724138,0.02965249699585163,1.5483626341512204,2085,9,18,0.02965249699585163,9000.0
2581947,4236925,1,0.028735632183908046,0.020730105533994056,0.8974229846891664,2898,5,10,0.020730105533994056,5000.0
4145274,2202599,1,0.003766478342749529,0.00010736653709392175,0.20320174106353006,16500,2,4,0.00010736653709392175,2000.0
2981141,4404265,1,0.024691358024691357,0.0055676950236411005,0.30816352048701123,600,2,4,0.0055676950236411005,2000.0
1151526,805526,1,0.021235521235521235,0.011517351996806178,1.521157527287225,17748,11,22,0.011517351996806178,11000.0
4516518,4063132,1,0.002840909090909091,0.0007183062950413425,0.3469134770453112,11528,3,6,0.0007183062950413425,3000.0
731644,2757646,1,0.0,0,0,132,0,0,0,0.0
2882833,27053,1,0.02466367713004484,0.013002956119847062,3.8129998964685488,363960,33,66,0.013002956119847062,33000.0
2942785,1739968,1,0.03278688524590164,0.021558489880408937,2.368316886951386,23012,18,36,0.021558489880408937,18000.0
2821641,3941380,1,0.02702702702702703,0.0077158287465788206,1.8264384488181074,62832,16,32,0.0077158287465788206,16000.0
3237577,803099,1,0.0030097817908201654,0.0006419680286290249,0.3715566924728051,64150,4,8,0.0006419680286290249,4000.0
1337829,101003,1,0.018050541516245487,0.015597428026488551,0.8533269585902516,5720,5,10,0.015597428026488551,5000.0
1805307,1970300,1,0.03333333333333333,0.009604108278894507,0.7463107561321105,2224,5,10,0.009604108278894507,5000.0
2100170,940350,1,0.0,0,0,5790,0,0,0,0.0
2714168,2197015,1,0.016753926701570682,0.0005333142601242578,2.849870167330117,152520,32,64,0.0005333142601242578,32000.0
3701305,719035,1,0.02857142857142857,0.03571428571428571,0.3001016285004131,180,1,2,0.03571428571428571,1000.0
1909958,1391853,1,0.0,0,0,2392,0,0,0,0.0
1281236,2002799,1,0.025330396475770924,0.027995387132961153,3.175246458964949,202648,23,46,0.027995387132961153,23000.0
4169484,3046552,1,0.025280898876404494,0.008425820531607738,1.259878071834447,19026,9,18,0.008425820531607738,9000.0
2078518,344255,1,0.0,0,0,17,0,0,0,0.0
1518137,2029495,1,0.0812274368231047,0.0358047026999056,5.757642848764716,76590,45,90,0.0358047026999056,45000.0
3862160,4659357,1,0.05555555555555555,0.010526315789473684,0.21959311237518594,34,1,2,0.010526315789473684,1000.0
2729331,3358919,1,0.020202020202020204,0.013854266538830297,0.4022041419448952,2544,2,4,0.013854266538830297,2000.0
2958651,3378280,1,0.00047130029270228707,0.07697689493096134,2.7767655009250807,9024300,19,38,0.07697689493096134,19000.0
3173413,4159524,1,0.01507936507936508,0.015254710436225593,6.413396283923466,329912,57,114,0.015254710436225593,57000.0
2231112,2746983,1,0.010434056761268781,0.8221961826315973,35.57347186691943,20174580,225,450,0.8221961826315973,225000.0
3164858,523354,1,0.0064794816414686825,0.003920900135664068,0.4152863998795357,7200,3,6,0.003920900135664068,3000.0
91602,1273907,1,0.023076923076923078,0.02265569584338204,0.6030544914135781,3090,3,6,0.02265569584338204,3000.0
3431594,3332612,1,0.017045454545454544,0.008614047938931984,0.48291728178795235,4104,3,6,0.008614047938931984,3000.0
798881,3370067,1,0.033003300330033,0.11904256577963583,4.6702933460056295,125874,30,60,0.11904256577963583,30000.0
2897634,2814139,1,0.010769230769230769,0.00045455036880718517,0.6957524135281951,65682,7,14,0.00045455036880718517,7000.0
3298575,1511168,1,0.0004476275738585497,0.00023089355806972986,0.11942360805281521,98550,1,2,0.00023089355806972986,1000.0
2401316,1875104,1,0.001669449081803005,2.7833444667112003e-05,0.09533549892928948,1196,1,2,2.7833444667112003e-05,1000.0
4809745,2057832,1,0.1646090534979424,0.695162022125181,9.560295144453255,10710,40,80,0.695162022125181,40000.0
4223007,4336115,1,0.008228460793804453,0.0013595710195139696,1.68503054499382,123342,17,34,0.0013595710195139696,17000.0
2124832,3320466,1,0.0026690391459074734,0.0029589077415760503,0.3931548978752522,5610,3,6,0.0029589077415760503,3000.0
4371853,4285311,1,0.0005187618882932734,0.00017963771372539195,0.8246576951679269,225485,9,18,0.00017963771372539195,9000.0
3548018,704934,1,0.007014882927291686,0.002640431554731205,6.924675364575101,6575580,74,148,0.002640431554731205,74000.0
214035,38584,1,0.0,0,0,69,0,0,0,0.0
2633995,1673868,1,0.0,0,0,218,0,0,0,0.0
2438505,1304650,1,0.004704875962360992,0.0004263733013279045,1.0523565762956588,500544,11,22,0.0004263733013279045,11000.0
258948,98239,1,0.03274394237066143,0.9320926529956762,11.100306270788927,263530,50,100,0.9320926529956762,50000.0
3604231,797829,1,0.0,0,0,444,0,0,0,0.0
2148641,938493,1,0.008547008547008548,0.005599800895968143,0.3209472462894378,2043,2,4,0.005599800895968143,2000.0
3897513,3134832,1,0.006097560975609756,0.0007283321194464676,0.13841302863038032,644,1,2,0.0007283321194464676,1000.0
1270053,4741025,1,0.008157389635316698,0.0018210345906540585,3.336809167330687,517525,34,68,0.0018210345906540585,34000.0
4405136,3019466,1,0.0,0,0,522,0,0,0,0.0
2116957,2317552,1,0.01240694789081886,2.6348191674388098e-05,0.40277507902087945,14060,5,10,2.6348191674388098e-05,5000.0
1074715,3466695,1,0.009404388714733543,0.000385751867373622,0.3080574580419847,10296,3,6,0.000385751867373622,3000.0
4446498,3459141,1,0.04597701149425287,0.016526701130171965,0.6953263253048609,510,4,8,0.016526701130171965,4000.0
3331527,1399644,1,0.0006015037593984962,0.00018088774700581774,0.38166390972293424,112829,4,8,0.00018088774700581774,4000.0
4354226,806878,1,0.0,0,0,27279,0,0,0,0.0
1434532,2998189,1,0.18997361477572558,0.2105324858381883,10.910203324850134,50838,72,144,0.2105324858381883,72000.0
1878013,4678822,1,0.0020552637588490525,0.06552893551624844,1.5096757146049915,109075,9,18,0.06552893551624844,9000.0
3935600,3803164,1,0.011437908496732025,0.004077729458293167,0.7973176028016125,51480,7,14,0.004077729458293167,7000.0
4388455,2881747,1,0.0006918021445866483,0.00015549686169454246,0.734317851415943,311715,8,16,0.00015549686169454246,8000.0
2939315,92225,1,0.0005079457223713809,0.0012183399849019635,3.308046710483297,3100275,35,70,0.0012183399849019635,35000.0
3383285,263929,1,0.007561436672967864,0.0010364539565246374,2.9848773329198033,424524,32,64,0.0010364539565246374,32000.0
4417831,746368,1,0.06790123456790123,0.022789326758714763,1.7211803805383765,4402,11,22,0.022789326758714763,11000.0
636099,2789138,1,0.0,0,0,1807,0,0,0,0.0
2528284,4057935,1,0.0004895789620926003,0.001741028238780337,0.7326026398508241,271434,7,14,0.001741028238780337,7000.0
1494528,2434468,1,0.061224489795918366,0.012299021509547826,0.537041844798477,667,3,6,0.012299021509547826,3000.0
3759200,497621,1,0.0,0,0,872,0,0,0,0.0
3449446,2135370,1,0.027467811158798282,0.17707858823383976,5.252899540971238,202572,32,64,0.17707858823383976,32000.0
2286928,3970725,1,0.021367521367521368,0.0013781034819900506,1.0606889004987394,57120,10,20,0.0013781034819900506,10000.0
4586003,4476972,1,0.0,0,0,256,0,0,0,0.0
406690,3278967,1,0.07291666666666667,0.022169633175728065,2.046020709449876,5848,14,28,0.022169633175728065,14000.0
1039655,1094149,1,0.003205128205128205,0.0005691519635742744,0.13384438531452056,23842,1,2,0.0005691519635742744,1000.0
3235949,3475909,1,0.4722222222222222,0.8318032941900607,8.928388536474948,2784,34,68,0.8318032941900607,34000.0
2289638,4058200,1,0.0,0,0,92,0,0,0,0.0
4367812,173788,1,0.0194884287454324,0.024571427814079536,4.109986779022493,81200,32,64,0.024571427814079536,32000.0
2728932,1311926,1,0.0,0,0,432,0,0,0,0.0
4279884,252645,1,0.09620253164556962,0.6375179020462671,14.557923874032253,123480,76,152,0.6375179020462671,76000.0
2443730,3198769,1,0.0,0,0,208,0,0,0,0.0
13751,1324992,1,0.00034365303172726076,1.1846883469198117,8.802049947059652,21725220,34,68,1.1846883469198117,34000.0
467667,1331132,1,0.0,0,0,1200,0,0,0,0.0
3993477,2744179,1,0.0,0,0,65,0,0,0,0.0
3648683,1126718,1,0.0,0,0,18,0,0,0,0.0
4045155,1460768,1,0.018315018315018316,0.018117819466663503,0.8821492940807569,18297,5,10,0.018117819466663503,5000.0
287306,566130,1,0.048254620123203286,0.6041063534566387,9.876558250649378,146704,47,94,0.6041063534566387,47000.0
4838538,232854,1,0.02346041055718475,0.016599232604050638,1.2322339845428185,28000,8,16,0.016599232604050638,8000.0
2872008,3445792,1,0.07142857142857142,0.196988125548874,2.6862720312360215,9486,13,26,0.196988125548874,13000.0
2207550,2335900,1,0.021897810218978103,0.0043463906424983465,0.44778630157737354,4000,3,6,0.0043463906424983465,3000.0
155527,3902146,1,0.09090909090909091,0.9817743791196181,4.177020501328758,1547,9,18,0.9817743791196181,9000.0
1834736,1041665,1,0.11397849462365592,1.6417435741392792,13.983761358992592,37152,53,106,1.6417435741392792,53000.0
4106517,3723904,1,0.0010822510822510823,0.00021712390429689401,0.7524517853597492,118144,8,16,0.00021712390429689401,8000.0
4053197,2515594,1,0.0,0,0,316,0,0,0,0.0
1032979,4583544,1,0.0,0,0,15180,0,0,0,0.0
3765136,2960019,1,0.0,0,0,970,0,0,0,0.0
2088741,3220381,1,0.0,0,0,37,0,0,0,0.0
4152864,94321,1,0.0,0,0,422,0,0,0,0.0
3515515,3397167,1,0.0,0,0,13,0,0,0,0.0
1445590,3432606,1,0.00949367088607595,0.004031594435027691,0.43656645786702486,10434,3,6,0.004031594435027691,3000.0
1456260,2367409,1,0.031007751937984496,0.14513264513264512,1.191777234228007,1560,4,8,0.14513264513264512,4000.0
1535938,3239772,1,0.05970149253731343,0.047924110935976566,0.7282168243943011,840,4,8,0.047924110935976566,4000.0
4205980,1073334,1,0.0055248618784530384,2.426477724934485e-06,0.07734508450738445,5032,1,2,2.426477724934485e-06,1000.0
187745,1006752,1,0.018518518518518517,0.017241379310344827,0.24627854581449443,546,1,2,0.017241379310344827,1000.0
2488410,2692672,1,0.0,0,0,209,0,0,0,0.0
2521661,3260450,1,0.01282051282051282,0.0033003300330033004,0.17501693446983854,1098,1,2,0.0033003300330033004,1000.0
908893,519882,1,0.004411764705882353,5.112872894230421e-05,0.2720592376611162,39616,3,6,5.112872894230421e-05,3000.0
2841091,464971,1,0.004702194357366771,1.986847643196449e-05,0.24896437279887357,89838,3,6,1.986847643196449e-05,3000.0
4662222,2117277,1,0.023411371237458192,0.008611309544016727,0.9822477666300338,9009,7,14,0.008611309544016727,7000.0
2063957,3329088,1,0.0,0,0,202,0,0,0,0.0
1976953,4681191,1,0.004758667573079538,0.004857815675567862,0.9036454613237166,20496,7,14,0.004857815675567862,7000.0
4407161,3149199,1,0.011959521619135235,0.004402083711915686,2.632012141506232,416119,26,52,0.004402083711915686,26000.0
1715013,2361768,1,0.0,0,0,198,0,0,0,0.0
3317847,4754739,1,0.0,0,0,2142,0,0,0,0.0
2607839,1607510,1,0.0028653295128939827,0.0010449320794148381,0.14569181880198298,11304,1,2,0.0010449320794148381,1000.0
1730423,543010,1,0.012363636363636363,0.030029568458882903,2.487049904285459,52767,17,34,0.030029568458882903,17000.0
4528705,1242327,1,0.011894995898277276,0.02197364944657738,3.7484182317415544,1234762,29,58,0.02197364944657738,29000.0
4458786,643676,1,0.0,0,0,1140,0,0,0,0.0
3959708,2759392,1,0.06365503080082136,0.0694990750216421,4.707828157608353,59160,31,62,0.0694990750216421,31000.0
2945900,3094975,1,0.052980132450331126,0.014154714699142822,1.2164928438830156,2780,8,16,0.014154714699142822,8000.0
1089103,992155,1,0.0037593984962406013,1.1426482014717308e-05,0.08787672930771424,3780,1,2,1.1426482014717308e-05,1000.0
4098358,2194065,1,0.025015253203172667,0.006251757941503645,8.121041355767588,708284,82,164,0.006251757941503645,82000.0
3953964,2168698,1,0.003669724770642202,0.0006036523824072,0.22519138389249985,39270,2,4,0.0006036523824072,2000.0
3134865,2511404,1,0.012853470437017995,0.0003202523977695091,0.493515237998455,37848,5,10,0.0003202523977695091,5000.0
1938513,297147,1,0.0,0,0,582,0,0,0,0.0
1076285,503270,1,0.01818181818181818,0.01620813297450183,1.1389195957157914,38092,7,14,0.01620813297450183,7000.0
883516,4595807,1,0.0821917808219178,0.013577557714080538,1.6616033305443991,3105,12,24,0.013577557714080538,12000.0
1818698,1287071,1,0.016,0.013528578192110029,0.886363600662279,30888,6,12,0.013528578192110029,6000.0
477007,1864923,1,0.0,0,0,20,0,0,0,0.0
1933312,4218202,1,0.023391812865497075,0.006406032156170016,0.4447027834124204,850,4,8,0.006406032156170016,4000.0
1301058,4269743,1,0.041666666666666664,0.0003759179604024722,0.2250536236736966,184,2,4,0.0003759179604024722,2000.0
3855283,3183010,1,0.007532956685499058,0.008684788386493902,0.5706243367975912,43834,4,8,0.008684788386493902,4000.0
3954199,1210490,1,0.0,0,0,688,0,0,0,0.0
3302688,1215445,1,0.00558659217877095,0.012502260806655814,0.38192520844777356,1424,2,4,0.012502260806655814,2000.0
468745,32466,1,0.01818181818181818,0.0006008046973260768,0.2433951251893352,3136,2,4,0.0006008046973260768,2000.0
3563792,3941684,1,0.013544018058690745,0.02183326886426542,4.551700199239085,323568,36,72,0.02183326886426542,36000.0
91704,4751131,1,0.002173913043478261,0.00033783783783783786,0.12511033875939157,918,1,2,0.00033783783783783786,1000.0
4571195,3037694,1,0.002136752136752137,0.0001832508704416346,0.11621617158637695,24888,1,2,0.0001832508704416346,1000.0
4687539,1049432,1,0.002881844380403458,3.6697747388893285e-05,0.2564340798539606,11363,3,6,3.6697747388893285e-05,3000.0
662737,1780920,1,0.005714285714285714,2.8678769107229918e-05,0.0956082040538077,6063,1,2,2.8678769107229918e-05,1000.0
2421941,575436,1,0.004268032437046522,0.0002351809060684342,0.9100688694014673,173052,10,20,0.0002351809060684342,10000.0
1724880,1756668,1,0.00625,4.12847824291966e-05,0.09905877727655886,474,1,2,4.12847824291966e-05,1000.0
521025,4129367,1,0.0,0,0,247,0,0,0,0.0
59611,588166,1,0.0016142050040355124,3.3425640962046527e-05,0.180700075182339,19600,2,4,3.3425640962046527e-05,2000.0
129635,4237737,1,0.0,0,0,17685,0,0,0,0.0
4307561,4707922,1,0.0,0,0,291,0,0,0,0.0
1401803,4419578,1,0.0450849963045085,0.12482023018063981,9.208733149405882,344613,61,122,0.12482023018063981,61000.0
3334071,1630945,1,0.0035671819262782403,0.002149719267347774,0.4070911359032612,14868,3,6,0.002149719267347774,3000.0
2161588,3890393,1,0.01871165644171779,0.010401948589352976,6.902551937588073,315854,61,122,0.010401948589352976,61000.0
2860425,3414674,1,0.0,0,0,23,0,0,0,0.0
703409,1959937,1,0.017346938775510204,0.01426463927795001,2.0555513296561867,218052,17,34,0.01426463927795001,17000.0
2940038,4326349,1,0.004484304932735426,0.002565324246703907,0.6319503832861137,25231,5,10,0.002565324246703907,5000.0
3902665,2289555,1,0.0,0,0,410,0,0,0,0.0
403238,2437740,1,0.11764705882352941,0.1293808451307088,4.533744900024317,17680,28,56,0.1293808451307088,28000.0
1277580,894802,1,0.004869411243913236,0.0029661608289604006,1.2028412275000258,56125,11,22,0.0029661608289604006,11000.0
3681341,3261370,1,0.0,0,0,799,0,0,0,0.0
3278285,349351,1,0.0,0,0,4706,0,0,0,0.0
3747595,497594,1,0.029801324503311258,0.013213046629132766,1.2579873341169125,14478,9,18,0.013213046629132766,9000.0
31699,4753758,1,0.008928571428571428,0.0005341919240675848,0.5147320460496777,11946,5,10,0.0005341919240675848,5000.0
2215015,2847653,1,0.053763440860215055,0.06936264135734663,7.141852693501455,203619,50,100,0.06936264135734663,50000.0
1515040,1185643,1,0.016260162601626018,0.013132931402996107,0.8783135858520301,5400,6,12,0.013132931402996107,6000.0
3508652,4751012,1,0.03577512776831346,0.20179541578567303,10.421686030586526,341744,63,126,0.20179541578567303,63000.0
4729679,2500295,1,0.00505902192242833,0.637667948140951,2.399713971480195,124816,6,12,0.637667948140951,6000.0
448545,2999945,1,0.0023446658851113715,0.002239869937485953,0.49024288776368974,10224,4,8,0.002239869937485953,4000.0
2777973,2056996,1,0.04262672811059908,0.03502841851137763,5.0223393473156515,199206,37,74,0.03502841851137763,37000.0
3463658,4834672,1,0.0,0,0,30,0,0,0,0.0
2494843,4575164,1,0.004366812227074236,0.0056179775280898875,0.1929837459041747,456,1,2,0.0056179775280898875,1000.0
4033178,2218404,1,0.0,0,0,1908,0,0,0,0.0
448823,3658584,1,9.701046096137367e-05,0.00010307673761258841,0.5424416277759186,680284,6,12,0.00010307673761258841,6000.0
4380110,3750965,1,0.01714870744816995,0.011342150900946622,7.58387116478568,577273,67,134,0.011342150900946622,67000.0
2676890,3382709,1,0.010638297872340425,0.004468950951356248,0.4213856267287536,13664,3,6,0.004468950951356248,3000.0
3781902,3569817,1,0.037894736842105266,0.00882398251550163,2.236739223816557,54442,18,36,0.00882398251550163,18000.0
506389,192125,1,2.8545329984014616e-05,9.082239680305163e-06,0.08613865591241826,70062,1,2,9.082239680305163e-06,1000.0
602176,3674345,1,0.02132701421800948,0.43021991533689447,4.285892454168685,150792,18,36,0.43021991533689447,18000.0
1524949,3610801,1,0.00025451768897938407,1.3112054304884109e-06,0.07383035914027619,7856,1,2,1.3112054304884109e-06,1000.0
4169484,2983704,1,0.0,0,0,302,0,0,0,0.0
2882631,3966073,1,0.0,0,0,2227,0,0,0,0.0
1877559,4770935,1,0.009140767824497258,0.0015172279293072352,0.5125864785560975,13676,5,10,0.0015172279293072352,5000.0
4214306,2954670,1,0.0936936936936937,0.14124216411973725,8.57659183349461,56956,52,104,0.14124216411973725,52000.0
3045316,2449540,1,0.3546666666666667,0.8919910906839158,24.892720046183946,54516,133,266,0.8919910906839158,133000.0
4663822,1520420,1,0.0033333333333333335,0.0016847651823949797,0.33059142645298895,89270,3,6,0.0016847651823949797,3000.0
4655206,4349861,1,0.037300177619893425,0.04451036253426076,3.255924699038886,45663,21,42,0.04451036253426076,21000.0
4179309,1491379,1,0.0,0,0,600,0,0,0,0.0
4111500,2579578,1,0.04265402843601896,0.007672869976918411,1.1943518381381695,7875,9,18,0.007672869976918411,9000.0
1961152,381359,1,0.0,0,0,253,0,0,0,0.0
1079519,2441037,1,0.012244897959183673,0.0011305105666482719,0.37908813020708054,7455,3,6,0.0011305105666482719,3000.0
1424976,3398858,1,0.0,0,0,86,0,0,0,0.0
3997087,1319602,1,0.0009907529722589167,0.006701835599098304,0.4456031167375969,30210,3,6,0.006701835599098304,3000.0
148972,4039999,1,0.0,0,0,913,0,0,0,0.0
4371958,968388,1,0.019230769230769232,1.3112054304884109e-06,0.07383035914027619,150,1,2,1.3112054304884109e-06,1000.0
3719292,3517319,1,0.002178649237472767,0.001984126984126984,0.1607051415554511,4939,1,2,0.001984126984126984,1000.0
637509,4680491,1,0.022727272727272728,0.008695652173913044,0.21075117050092493,296,1,2,0.008695652173913044,1000.0
3749221,2683922,1,0.0,0,0,137,0,0,0,0.0
2922921,1744086,1,0.0,0,0,204,0,0,0,0.0
4316187,4280911,1,0.025889967637540454,0.018364859622879447,1.2198451137654143,19866,8,16,0.018364859622879447,8000.0
849289,2106327,1,0.0017103012761478752,0.058347196845555525,2.1355818330328673,847613,13,26,0.058347196845555525,13000.0
2064805,1686170,1,0.004656577415599534,0.0014558438394308636,0.4678212086616075,32920,4,8,0.0014558438394308636,4000.0
3462125,3457002,1,0.005560704355885079,0.002539479068378633,0.6549971003819111,71050,6,12,0.002539479068378633,6000.0
118155,783713,1,0.031223628691983123,0.09637219844340046,5.29751138486179,370720,37,74,0.09637219844340046,37000.0
725252,2999115,1,0.015730337078651686,0.0003880409079510545,0.6898704443151877,35200,7,14,0.0003880409079510545,7000.0
4026715,1944317,1,0.024390243902439025,0.07964712829123768,3.5315963628053932,191243,22,44,0.07964712829123768,22000.0
466104,4678047,1,0.004457652303120356,0.0007396797135194238,0.33919113875407936,8619,3,6,0.0007396797135194238,3000.0
1686368,617576,1,0.027777777777777776,0.024127054870040996,1.1427772249207402,5428,7,14,0.024127054870040996,7000.0
4728730,142404,1,0.02275960170697013,0.00843795371665541,1.8856704511300457,18018,16,32,0.00843795371665541,16000.0
751217,888836,1,0.00011324387067549969,0.1667254487028764,0.6607623857543171,1581570,2,4,0.1667254487028764,2000.0
4624957,4434365,1,0.2345679012345679,0.03588573166142809,2.517811647088187,2436,19,38,0.03588573166142809,19000.0
4305011,3006223,1,0.11475409836065574,0.17300672426197614,1.6947874710802315,1152,7,14,0.17300672426197614,7000.0
4038667,1510105,1,0.02631578947368421,0.012048192771084338,0.22630370469475658,108,1,2,0.012048192771084338,1000.0
1668593,3784876,1,0.0,0,0,2180,0,0,0,0.0
1582885,2206238,1,0.011743119266055046,0.003548256324150914,3.250663537349935,813456,32,64,0.003548256324150914,32000.0
1042163,3356772,1,0.0251441753171857,0.027809781410419444,22.727028562837123,7082655,218,436,0.027809781410419444,218000.0
4321405,3463572,1,0.003472222222222222,0.0007309941520467836,0.13848295882740902,1140,1,2,0.0007309941520467836,1000.0
3004880,3919448,1,0.01855623444218149,0.013631244928799819,9.136815716114848,953994,82,164,0.013631244928799819,82000.0
4202813,3856625,1,0.0,0,0,151,0,0,0,0.0
4007714,1475916,1,0.0,0,0,118,0,0,0,0.0
2986392,4305042,1,0.0,0,0,2120,0,0,0,0.0
3767879,4397225,1,0.008928571428571428,0.0008025682182985554,0.14029783576299842,1632,1,2,0.0008025682182985554,1000.0
1921840,454145,1,0.0,0,0,12,0,0,0,0.0
478888,239056,1,0.0070921985815602835,0.0004966401533497848,1.9197668049419045,143717,21,42,0.0004966401533497848,21000.0
3072312,4013429,1,0.007808687164470474,0.0002804728259841255,1.4430936857471623,552684,16,32,0.0002804728259841255,16000.0
1173860,1761157,1,0.0,0,0,6,0,0,0,0.0
644069,403449,1,0.0071174377224199285,0.0007548654389002211,0.22885694825347408,13050,2,4,0.0007548654389002211,2000.0
1399881,1218990,1,0.008715953307392997,0.0166480100158263,6.469868124702606,600378,56,112,0.0166480100158263,56000.0
3503671,4733506,1,0.0048543689320388345,0.0003897116134060795,0.12738685473958716,1970,1,2,0.0003897116134060795,1000.0
589204,4253494,1,0.0,0,0,63,0,0,0,0.0
2850445,462108,1,0.02100840336134454,0.003736310111146987,0.6317906246406046,7106,5,10,0.003736310111146987,5000.0
1279839,3306577,1,0.0,0,0,475,0,0,0,0.0
4256012,548979,1,0.0,0,0,48,0,0,0,0.0
2503672,19573,1,0.018691588785046728,2.5614906918295233e-05,0.1770727384425153,618,2,4,2.5614906918295233e-05,2000.0
3775991,1699324,1,0.004858492168654232,0.45970303564748294,21.93407659134767,14652288,143,286,0.45970303564748294,143000.0
3348107,160883,1,0.04332129963898917,0.025634635495936673,1.8042615367188677,5380,12,24,0.025634635495936673,12000.0
4141441,1170664,1,0.010794896957801767,0.07978457613760126,2.036668112271684,107616,11,22,0.07978457613760126,11000.0
2339513,428997,1,0.06037735849056604,0.15919378315151284,3.411659793073215,10428,16,32,0.15919378315151284,16000.0
3337956,2062316,1,0.06483300589390963,0.04537871023577708,4.6985451006664025,73185,33,66,0.04537871023577708,33000.0
3867010,801352,1,0.030303030303030304,0.0136986301369863,0.23307527170850925,120,1,2,0.0136986301369863,1000.0
4589628,3677322,1,0.0,0,0,1072,0,0,0,0.0
3246577,4256122,1,0.01732755748083972,1.4137514305672034,11.49224941273235,295300,52,104,1.4137514305672034,52000.0
403988,3728659,1,0.021108179419525065,0.0467803231660342,1.394618580892946,8372,8,16,0.0467803231660342,8000.0
2583944,3958825,1,0.10249307479224377,0.16874959739931158,6.375013731232412,24717,37,74,0.16874959739931158,37000.0
3155623,2297040,1,0.0,0,0,99,0,0,0,0.0
2165451,473864,1,0.041666666666666664,0.007884276304101517,0.7996509302455304,2709,6,12,0.007884276304101517,6000.0
4299666,1278894,1,0.005376344086021506,0.0006811989100817438,0.13714305382935998,2890,1,2,0.0006811989100817438,1000.0
3910665,1247754,1,0.0006688963210702341,7.24501180936925e-06,0.08449373257091766,19305,1,2,7.24501180936925e-06,1000.0
2844198,1413055,1,0.03130148270181219,0.16543672116407906,15.810040266207094,2564523,114,228,0.16543672116407906,114000.0
2995852,4498258,1,0.006311139160618492,0.0033091275884635373,2.0595628021760044,206118,20,40,0.0033091275884635373,20000.0
2615905,1007836,1,0.0015015015015015015,5.0973595677439085e-05,0.10117153817381935,61716,1,2,5.0973595677439085e-05,1000.0
892193,3675065,1,0.0014184397163120568,0.000992780750905787,0.23224818366440253,22336,2,4,0.000992780750905787,2000.0
2471994,2549365,1,0.001635896237438654,0.12482783841651802,2.6410881376296995,409152,14,28,0.12482783841651802,14000.0
2860867,2290398,1,0.0,0,0,2316,0,0,0,0.0
4708030,4002147,1,0.007874015748031496,0.005876992864882679,1.446835890161873,471488,12,24,0.005876992864882679,12000.0
