Id,Predictions
1953,0.28833333333333333
1954,0.61
1955,0.9383333333333332
1956,0.43
1957,1.0
1958,0.47
1959,0.7
1960,0.28
1961,0.94
1962,1.0
1963,1.0
1964,0.9816666666666666
1965,0.725
1966,1.0
1967,0.0
1968,0.04
1969,0.3
1970,0.95
1971,0.11
1972,0.2
1973,0.99
1974,0.95
1975,0.99
1976,0.96
1977,0.15498809523809523
1978,0.22
1979,0.95
1980,0.45
1981,0.97
1982,0.7344761904761903
1983,0.98
1984,0.6745
1985,0.98
1986,0.9220357142857145
1987,0.97
1988,0.96
1989,0.83
1990,0.5423333333333334
1991,0.16
1992,0.15
1993,0.0
1994,0.81
1995,0.47
1996,1.0
1997,1.0
1998,0.0
1999,0.0
2000,0.38
