Source,Sink,Connected
3492319,3160091,1
3492319,3867253,1
3492319,3415243,1
2402800,36810,1
2402800,783049,1
2402800,1494455,1
2402800,4809267,1
2402800,4104888,1
2402800,3939779,1
2402800,3766724,1
2402800,1336273,1
2402800,1096320,1
2402800,707454,1
2402800,2695258,1
3017206,843275,1
843275,2307486,1
843275,3374951,1
843275,4303631,1
843275,784350,1
843275,1710577,1
1710577,1344980,1
1710577,2859184,1
1710577,3209229,1
1710577,4319662,1
1710577,2567999,1
641527,1099408,1
641527,1002324,1
641527,313036,1
641527,948486,1
641527,393062,1
641527,3432079,1
641527,2272274,1
641527,2585504,1
641527,1565812,1
1565812,3028121,1
1565812,1163048,1
3541501,2767513,1
2767513,3722661,1
3722661,1824570,1
3722661,58084,1
3722661,254581,1
254581,4204147,1
254581,804509,1
254581,2380910,1
254581,816025,1
254581,1620194,1
1620194,1914336,1
3287551,1012135,1
3287551,3487024,1
3487024,874654,1
3487024,621279,1
3487024,2890380,1
3487024,2144276,1
3487024,1700189,1
3487024,1175505,1
3487024,193266,1
3487024,421342,1
3487024,1522184,1
2640387,1594099,1
1594099,3159021,1
1594099,2855164,1
1594099,1775368,1
1775368,2167445,1
1775368,3687275,1
1775368,450919,1
1775368,2231098,1
1775368,62649,1
1775368,3437741,1
1775368,2988648,1
4016649,2950624,1
2950624,2466301,1
2950624,2950644,1
2950624,3101423,1
2950624,2099836,1
2950624,3082228,1
2950624,4040473,1
2950624,2983007,1
2950624,1329281,1
2950624,2925387,1
2950624,734846,1
3795465,427964,1
3795465,4107750,1
3795465,3691447,1
3795465,3023207,1
3023207,1736729,1
3023207,2039123,1
3023207,3541336,1
3023207,2778028,1
2778028,4855899,1
2778028,3907371,1
2778028,3583915,1
1501709,3610552,1
3610552,4424750,1
3610552,4300555,1
3610552,4709316,1
3610552,1939320,1
3610552,884377,1
3610552,2926578,1
3610552,4579024,1
3610552,3435213,1
3610552,4203090,1
3610552,2872865,1
1305103,1355347,1
1305103,1721076,1
1305103,504703,1
1305103,644373,1
1305103,3202349,1
1305103,1988689,1
1305103,3388534,1
1305103,2620570,1
1305103,1533901,1
1305103,1635581,1
1305103,3012638,1
3680790,2127929,1
3680790,720188,1
3680790,2715805,1
3680790,1592792,1
3680790,868671,1
868671,3277860,1
868671,1341842,1
868671,1900309,1
868671,129139,1
868671,1559926,1
868671,2874036,1
158235,826947,1
158235,1695773,1
158235,3655843,1
158235,3970488,1
158235,1032334,1
158235,468003,1
158235,3979233,1
158235,4530448,1
158235,3573849,1
158235,1143970,1
1143970,3739549,1
1092129,1375105,1
1092129,3604639,1
1092129,4795306,1
1092129,3907430,1
1092129,4030566,1
1092129,2682175,1
1092129,911914,1
1092129,29098,1
1092129,1741404,1
1092129,3020197,1
1092129,3511219,1
2017826,2559231,1
2559231,1191545,1
2559231,4086704,1
2559231,369760,1
2559231,1581347,1
2559231,4150959,1
2559231,539204,1
539204,3079100,1
539204,4354619,1
539204,3620250,1
539204,850714,1
559652,2049477,1
559652,4213737,1
559652,2809458,1
2809458,2290206,1
2809458,2636789,1
2809458,2410873,1
2809458,3879155,1
2809458,4785698,1
2809458,2277101,1
2809458,952667,1
2809458,1878730,1
1796644,1125490,1
1796644,4441227,1
1796644,4159465,1
1796644,1918169,1
1796644,1753811,1
1796644,3776092,1
1796644,1370720,1
1796644,416438,1
1796644,2835036,1
1796644,3944725,1
1796644,4303075,1
4721192,1847708,1
4721192,43812,1
4721192,2568377,1
4721192,4118024,1
4721192,1341632,1
1341632,3341003,1
1341632,2259903,1
1341632,223330,1
1341632,2985448,1
1341632,2494896,1
2494896,4180493,1
3492398,1478969,1
3492398,557446,1
3492398,4078672,1
3492398,1095813,1
3492398,1424721,1
3492398,256033,1
3492398,415969,1
3492398,2955240,1
3492398,4436509,1
3492398,569837,1
569837,471175,1
2722351,1121685,1
2722351,2618038,1
2722351,3733050,1
2722351,3714334,1
2722351,2410003,1
2722351,3589044,1
2722351,2061295,1
2722351,4784108,1
2722351,3460610,1
2722351,2027797,1
2722351,1852605,1
2066994,2659983,1
2659983,3006795,1
2659983,614029,1
614029,3369717,1
614029,1372302,1
614029,2424643,1
2424643,2740141,1
2740141,4456287,1
2740141,507819,1
2740141,769050,1
2740141,1032898,1
3852854,4442628,1
4442628,309847,1
4442628,4704545,1
4442628,1752703,1
1752703,2962569,1
1752703,4778699,1
4778699,1016938,1
4778699,1079325,1
4778699,3326988,1
4778699,923861,1
4778699,3738152,1
3467832,3857544,1
3467832,1717557,1
3467832,24172,1
3467832,77628,1
3467832,4626676,1
3467832,1822002,1
3467832,1102423,1
3467832,645737,1
3467832,3122986,1
3467832,2290089,1
3467832,4862404,1
3836480,1279288,1
3836480,4782726,1
3836480,1076596,1
3836480,3682822,1
3682822,1270086,1
1270086,3532947,1
1270086,2590772,1
1270086,3969635,1
1270086,2632750,1
1270086,3864783,1
1270086,4255693,1
1108548,3495153,1
1108548,4455845,1
1108548,1748898,1
1108548,2113452,1
1108548,2390172,1
1108548,79345,1
1108548,1212687,1
1108548,3886501,1
1108548,3185084,1
1108548,2366228,1
1108548,1032219,1
1075781,4604227,1
1075781,579122,1
1075781,1033426,1
1075781,2857434,1
1075781,867938,1
1075781,4154293,1
1075781,291443,1
1075781,652704,1
1075781,849936,1
1075781,86357,1
1075781,867004,1
1854023,2819805,1
1854023,4225738,1
1854023,3394691,1
1854023,2232819,1
1854023,2350516,1
1854023,983811,1
1854023,3778227,1
1854023,2020723,1
1854023,1736908,1
1854023,4794381,1
1854023,2723616,1
1985096,3239720,1
1985096,250281,1
1985096,3777224,1
1985096,2742003,1
1985096,4825487,1
1985096,2203178,1
1985096,4786383,1
1985096,1909393,1
1909393,3779460,1
3779460,4088233,1
3779460,3447457,1
4532809,3401093,1
4532809,4642059,1
4532809,3698343,1
4532809,3085672,1
4532809,1331263,1
4532809,537971,1
4532809,4439640,1
4532809,3221667,1
4532809,2553097,1
4532809,3836626,1
4532809,3991297,1
3066444,1327442,1
3066444,3352672,1
3066444,126408,1
3066444,468677,1
3066444,2326096,1
3066444,2914869,1
3066444,71999,1
3066444,140853,1
3066444,88664,1
88664,3829269,1
88664,3797506,1
2255438,1485526,1
2255438,4467469,1
2255438,3714595,1
3714595,2257711,1
2257711,947762,1
947762,1795228,1
947762,3818365,1
3818365,2979048,1
3818365,2362167,1
3818365,3966000,1
3818365,669709,1
3418707,381007,1
3418707,2933837,1
3418707,2458216,1
3418707,4145849,1
3418707,918173,1
3418707,3961197,1
3418707,4460363,1
3418707,4369820,1
3418707,4531127,1
3418707,1730423,1
1730423,2149410,1
4606553,2702095,1
4606553,759165,1
759165,4601186,1
759165,2671605,1
759165,3637200,1
759165,123988,1
759165,2866354,1
759165,2015887,1
759165,4354023,1
759165,2488376,1
759165,875104,1
3656282,3840917,1
3656282,856179,1
3656282,3318277,1
3656282,4361741,1
3656282,2869230,1
3656282,344133,1
3656282,3459712,1
3656282,3241970,1
3656282,449460,1
3656282,4709311,1
3656282,646476,1
1960538,874565,1
1960538,329062,1
1960538,3572067,1
1960538,848757,1
848757,3072873,1
848757,3369847,1
848757,2675096,1
848757,4476596,1
4476596,2943547,1
4476596,1452009,1
1452009,170847,1
3197538,3909981,1
3909981,1972364,1
3909981,4325261,1
4325261,3465628,1
3465628,1564492,1
3465628,1750348,1
3465628,54070,1
3465628,1127722,1
3465628,3708915,1
3465628,4725859,1
3465628,2789382,1
3590756,672478,1
3590756,3049221,1
3049221,2904844,1
2904844,4158124,1
4158124,3031606,1
4158124,4054937,1
4158124,3353876,1
3353876,1614217,1
3353876,4751012,1
3353876,2218685,1
3353876,2923292,1
1149539,48079,1
1149539,1392138,1
1392138,1789862,1
1392138,4552467,1
4552467,11276,1
4552467,1085188,1
4552467,4563330,1
4563330,3963790,1
4563330,4582553,1
4563330,3727945,1
4563330,715635,1
3148390,2876661,1
3148390,2304767,1
3148390,1838520,1
3148390,2496544,1
3148390,1020836,1
3148390,52449,1
3148390,3632889,1
3148390,3380641,1
3380641,1010661,1
3380641,3996218,1
3380641,706454,1
4180588,2587769,1
2587769,3406017,1
4180588,1288619,1
4180588,592994,1
4180588,415755,1
4180588,201039,1
201039,2317417,1
201039,116969,1
201039,942923,1
201039,438225,1
201039,3489900,1
4418160,3938565,1
4418160,4682381,1
4418160,3059706,1
4418160,305602,1
4418160,566698,1
4418160,783825,1
4418160,2692462,1
4418160,1519848,1
4418160,2855505,1
4418160,4666192,1
4418160,2469955,1
4311665,2022069,1
4311665,2387322,1
4311665,2627306,1
4311665,2580725,1
4311665,1001037,1
4311665,2609369,1
4311665,1742962,1
4311665,4743511,1
4311665,2798870,1
4311665,1753096,1
4311665,4049881,1
4696690,3999331,1
4696690,2233407,1
4696690,2572046,1
4696690,4353212,1
4696690,2472325,1
4696690,3260920,1
4696690,2545529,1
4696690,810336,1
4696690,2857373,1
4696690,2550892,1
4696690,1715615,1
674419,1697642,1
674419,4338946,1
674419,1886319,1
674419,1826468,1
674419,837537,1
674419,3196843,1
674419,782127,1
674419,2934066,1
674419,3798093,1
674419,1186024,1
674419,2117742,1
2083451,1813094,1
2083451,997411,1
2083451,4108971,1
2083451,1398245,1
2083451,1309584,1
1309584,3454623,1
1309584,2699043,1
1309584,3177922,1
1309584,1052340,1
1309584,3328639,1
1309584,1325109,1
4524669,4500777,1
4524669,614657,1
4524669,3645214,1
4524669,3665906,1
4524669,4156029,1
4524669,1685606,1
4524669,2459617,1
4524669,566570,1
4524669,978056,1
4524669,362937,1
4524669,3193952,1
2763391,4231191,1
2763391,2632156,1
2763391,4449034,1
2763391,3909649,1
2763391,587550,1
2763391,1608886,1
2763391,1412865,1
2763391,1345493,1
2763391,4401319,1
2763391,282548,1
2763391,2285537,1
3336834,1258662,1
1258662,1165817,1
1165817,4843300,1
1165817,2945377,1
1165817,256937,1
1165817,1996793,1
1165817,2460926,1
1165817,3652619,1
1165817,2861548,1
1165817,1745703,1
1165817,2191547,1
1460872,3769369,1
1460872,233623,1
233623,1546131,1
1546131,2748610,1
2748610,3076182,1
2748610,900819,1
2748610,3019944,1
2748610,4814470,1
2748610,2725782,1
2748610,3216781,1
3216781,1376492,1
4459145,4371762,1
4459145,3128447,1
4459145,3179296,1
4459145,3890212,1
4459145,1231534,1
4459145,3177922,1
4459145,3328639,1
4459145,1052340,1
4459145,1991369,1
4459145,4487897,1
4459145,4080383,1
4688520,4194596,1
4688520,3394790,1
4688520,3538892,1
4688520,4864359,1
4688520,533761,1
4688520,3563884,1
4688520,740453,1
4688520,1111944,1
4688520,503270,1
503270,2825572,1
503270,403530,1
3033736,3191303,1
3033736,899906,1
3033736,2483337,1
3033736,3762184,1
3033736,214365,1
3033736,835571,1
3033736,842922,1
842922,3418202,1
3418202,588337,1
588337,3722912,1
588337,2668514,1
1411730,15152,1
15152,546732,1
15152,4561961,1
15152,2313747,1
15152,3273498,1
15152,2174379,1
15152,3991711,1
15152,387756,1
15152,2148003,1
15152,1486484,1
15152,2011833,1
3345046,1349009,1
3345046,1449224,1
3345046,2123501,1
3345046,4119142,1
3345046,1190190,1
3345046,2355444,1
3345046,2497188,1
3345046,4180520,1
3345046,3747148,1
3345046,370605,1
3345046,3349181,1
3959449,3137473,1
3959449,105935,1
3959449,759864,1
759864,2898003,1
2898003,2756968,1
2756968,9679,1
2756968,3265758,1
2756968,1354993,1
2756968,3061647,1
2756968,1766241,1
2756968,3284896,1
2730650,4032676,1
2730650,2096646,1
2730650,1776702,1
1776702,3314639,1
1776702,4177743,1
4177743,127610,1
4177743,3229892,1
3229892,2032728,1
2032728,2336299,1
2032728,4445347,1
2032728,922845,1
2689691,3424428,1
2689691,2926541,1
2926541,2496928,1
2926541,939825,1
2926541,188982,1
2926541,2001062,1
2001062,4633140,1
2001062,4307600,1
2001062,4035879,1
2001062,780765,1
2001062,2633360,1
3541658,4494432,1
3541658,2984603,1
2984603,3308934,1
2984603,2293743,1
2984603,2890093,1
2984603,1669146,1
2984603,392730,1
2984603,2681155,1
2984603,3255558,1
2984603,2657997,1
2984603,3682193,1
2984603,3308934,1
2984603,2293743,1
2984603,2890093,1
2984603,1669146,1
2984603,392730,1
2984603,2681155,1
2984603,3255558,1
2984603,2657997,1
2984603,3682193,1
2984603,746882,1
2984603,3013871,1
740005,2433964,1
740005,4045991,1
4045991,3190517,1
3190517,3872464,1
3190517,2195889,1
3190517,2720159,1
3190517,3770190,1
3190517,1733646,1
1733646,3035223,1
1733646,274948,1
274948,2867539,1
748200,3921926,1
748200,621311,1
748200,1998184,1
748200,3625997,1
748200,3726990,1
748200,3267329,1
3267329,513331,1
3267329,737559,1
3267329,1698702,1
3267329,4447642,1
3267329,2989221,1
2665129,1836751,1
2665129,2472304,1
2665129,2049302,1
2049302,908787,1
2049302,3596160,1
2049302,893789,1
2049302,40561,1
2049302,969710,1
2049302,4799961,1
2049302,1554147,1
2049302,690179,1
1632938,2535191,1
1632938,3055563,1
1632938,2059117,1
1632938,915749,1
1632938,4155871,1
1632938,3600760,1
1632938,3240081,1
1632938,4580771,1
1632938,698348,1
1632938,718564,1
1632938,4704377,1
4311720,2468519,1
2468519,2985725,1
2468519,609403,1
2468519,4644132,1
2468519,4473526,1
4473526,1229408,1
4473526,3813935,1
4473526,1343732,1
4473526,2434913,1
4473526,2607597,1
4473526,2661568,1
2624184,3456701,1
2624184,2777593,1
2624184,2992618,1
2624184,2272210,1
2624184,4356764,1
2624184,934854,1
2624184,1303124,1
2624184,4633518,1
2624184,45096,1
2624184,3223627,1
3223627,391037,1
1223354,3005015,1
1223354,3811148,1
1223354,1127892,1
1223354,4195093,1
1223354,2353676,1
1223354,4752027,1
1223354,892103,1
1223354,1919471,1
1223354,4258943,1
1223354,2385058,1
1223354,3698367,1
1239755,4005867,1
1239755,4434099,1
1239755,1729508,1
1239755,3259421,1
3259421,195870,1
3259421,1372302,1
3259421,2054814,1
2054814,833072,1
2054814,621120,1
621120,1117878,1
1117878,3131278,1
4778699,1016938,1
4778699,1079325,1
4778699,3326988,1
4778699,923861,1
4778699,3738152,1
4778699,1746312,1
4778699,2214175,1
4778699,3239452,1
4778699,2428483,1
4778699,513728,1
4778699,4715382,1
4008655,4551707,1
4008655,1119160,1
4008655,4210609,1
4008655,3716659,1
4008655,2720484,1
4008655,2647132,1
2647132,4344158,1
2647132,874565,1
2647132,3692967,1
2647132,3528096,1
3528096,1324158,1
174802,416009,1
174802,80082,1
174802,2248614,1
174802,2709405,1
174802,1324640,1
174802,1280723,1
174802,4786113,1
174802,2187471,1
174802,2670612,1
174802,209234,1
174802,3624982,1
35548,3195674,1
35548,1762516,1
35548,2606960,1
35548,1596355,1
35548,3263545,1
35548,3225340,1
35548,3614309,1
3614309,858182,1
3614309,904305,1
3614309,2410647,1
3614309,4454737,1
2607838,2609514,1
2607838,166928,1
166928,943033,1
166928,1320719,1
166928,3629655,1
166928,4538239,1
166928,4427946,1
4427946,1778002,1
1778002,819885,1
1778002,2896315,1
2896315,3251800,1
2976480,2156336,1
2156336,1529711,1
2156336,342591,1
2156336,4815737,1
2156336,3823580,1
2156336,934624,1
2156336,788499,1
2156336,1699222,1
2156336,3917252,1
2156336,2425154,1
2156336,943319,1
3394276,2023163,1
2023163,2469227,1
2469227,3621497,1
3621497,2916093,1
3621497,3637929,1
3637929,3005736,1
3637929,4422390,1
3637929,3630782,1
3637929,4432761,1
3637929,379220,1
3637929,3190517,1
756454,222912,1
756454,4238,1
756454,1692917,1
756454,3013317,1
756454,3430910,1
756454,3444166,1
756454,2776192,1
2776192,1288689,1
2776192,2399631,1
2776192,3803737,1
2776192,495284,1
4565735,2891561,1
2891561,4802844,1
2891561,1865627,1
2891561,4719287,1
2891561,1206479,1
2891561,1158358,1
2891561,3980344,1
2891561,36596,1
36596,2807528,1
36596,2673973,1
36596,3487746,1
2566889,2985262,1
2566889,3573875,1
3573875,1396647,1
3573875,3874095,1
3573875,4441227,1
3573875,4165172,1
3573875,569837,1
569837,471175,1
569837,4327407,1
569837,487236,1
487236,933487,1
3828465,2546680,1
3828465,170188,1
3828465,4248691,1
3828465,406226,1
3828465,2511396,1
3828465,3341743,1
3828465,542373,1
542373,4211750,1
542373,262930,1
262930,4548196,1
262930,744170,1
3836659,2582475,1
3836659,276816,1
3836659,1150251,1
3836659,736493,1
3836659,1470175,1
3836659,2206883,1
3836659,4273107,1
3836659,1316221,1
3836659,4233966,1
4233966,70275,1
4233966,4578720,1
1624821,446355,1
1624821,3770747,1
1624821,2652801,1
1624821,20388,1
20388,1082285,1
20388,309849,1
20388,3584731,1
20388,2400171,1
20388,2290206,1
20388,2363223,1
20388,2915195,1
4254453,201039,1
201039,2317417,1
201039,116969,1
201039,942923,1
201039,438225,1
201039,3489900,1
201039,2037826,1
201039,3906356,1
201039,3701591,1
201039,3880420,1
201039,2577052,1
4205304,968253,1
4205304,1760523,1
4205304,3953317,1
4205304,3601680,1
4205304,237125,1
4205304,2380958,1
2380958,3865363,1
3865363,835808,1
3865363,2676274,1
3865363,2480532,1
2480532,319534,1
871160,2151517,1
871160,1852107,1
1852107,3481199,1
1852107,1544875,1
1544875,2462569,1
1544875,2926541,1
2926541,2496928,1
2926541,939825,1
2926541,188982,1
2926541,2001062,1
2001062,4633140,1
830202,2729081,1
830202,2586347,1
830202,3586502,1
3586502,405995,1
3586502,874565,1
3586502,3207771,1
3207771,3391520,1
3207771,1304512,1
3207771,1149529,1
3207771,2387239,1
3207771,2228366,1
3689215,422845,1
3689215,1203434,1
3689215,1981993,1
1981993,1056666,1
1981993,4038451,1
1981993,1907280,1
1981993,1273471,1
1981993,2919345,1
1981993,1709387,1
1981993,1249011,1
1981993,3015234,1
2468610,1245977,1
2468610,3518706,1
2468610,4079659,1
2468610,28441,1
2468610,2405363,1
2405363,160587,1
2405363,3776451,1
2405363,2854940,1
2405363,271367,1
2405363,3149065,1
2405363,1187501,1
4180743,2044914,1
4180743,116969,1
4180743,1237248,1
4180743,1372302,1
4180743,945548,1
4180743,2029660,1
4180743,1346381,1
4180743,3211660,1
4180743,1902943,1
4180743,3305728,1
4180743,588337,1
699145,4109359,1
699145,1938522,1
699145,4215113,1
699145,4357413,1
699145,4843506,1
699145,169198,1
699145,4214683,1
699145,4586493,1
699145,404032,1
699145,2850109,1
699145,4442156,1
682761,3248112,1
682761,1600664,1
682761,3104531,1
682761,126863,1
682761,1530361,1
682761,2979689,1
682761,2698467,1
2698467,2625082,1
2698467,490779,1
2698467,4732936,1
2698467,4491066,1
273164,4501902,1
273164,2740141,1
2740141,4456287,1
2740141,507819,1
2740141,769050,1
2740141,1032898,1
2740141,2437337,1
2740141,1134838,1
2740141,1577653,1
2740141,4148534,1
2740141,1018864,1
4590349,2807601,1
4590349,3670972,1
4590349,4237520,1
4590349,3574090,1
4590349,1243371,1
4590349,3993647,1
4590349,1852221,1
4590349,3158728,1
4590349,3706104,1
4590349,717002,1
717002,197603,1
600846,4571408,1
600846,3314478,1
3314478,3617600,1
3314478,2048998,1
3314478,2786902,1
3314478,4118254,1
3314478,3229114,1
3314478,380970,1
3314478,4422172,1
3314478,392394,1
3314478,2122576,1
1747728,2038846,1
1747728,1052340,1
1747728,3328639,1
1747728,3177922,1
1747728,3151781,1
1747728,668090,1
668090,635385,1
668090,1865670,1
668090,3511855,1
668090,1082132,1
668090,505396,1
3926802,2945044,1
3926802,2549997,1
3926802,2280653,1
3926802,283534,1
3926802,2944420,1
3926802,3061192,1
3926802,3292730,1
3926802,2266508,1
3926802,3514015,1
3926802,4335501,1
3926802,1446531,1
3296013,4795858,1
3296013,1074898,1
3296013,3637571,1
3296013,109898,1
3296013,46709,1
3296013,236450,1
3296013,2154790,1
3296013,1517795,1
3296013,1893634,1
3296013,49613,1
3296013,2675387,1
715543,3351953,1
715543,1497538,1
715543,4651461,1
715543,2069714,1
2069714,1191785,1
2069714,94321,1
94321,3339792,1
3339792,4374481,1
3339792,933487,1
933487,2619789,1
933487,1448487,1
1305368,576057,1
1305368,2216970,1
1305368,2773254,1
1305368,4756409,1
1305368,2373087,1
1305368,2317578,1
1305368,1524043,1
1305368,4124715,1
1305368,2974225,1
1305368,4521182,1
1305368,3735852,1
1927960,2419947,1
1927960,3644731,1
1927960,1273719,1
1927960,2424059,1
1927960,1759820,1
1927960,51731,1
1927960,4659209,1
1927960,2233177,1
2233177,252895,1
2233177,3894050,1
2233177,1331722,1
953115,1441977,1
953115,2388243,1
953115,3099102,1
953115,3147666,1
953115,877274,1
877274,3256057,1
3256057,756826,1
3256057,3539092,1
3539092,531890,1
3539092,4752923,1
3539092,654845,1
3222303,1264910,1
3222303,3445633,1
3222303,1871319,1
3222303,2060173,1
2060173,4688502,1
2060173,4114956,1
2060173,214210,1
2060173,3487024,1
3487024,874654,1
3487024,621279,1
3487024,2890380,1
1313574,4530487,1
1313574,1009833,1
1313574,1950697,1
1313574,3401424,1
1313574,4039064,1
1313574,4621778,1
1313574,2244277,1
1313574,3065172,1
1313574,3333384,1
1313574,2285083,1
1313574,1386571,1
625451,3167863,1
625451,4271017,1
625451,3839206,1
625451,4824138,1
625451,1311376,1
625451,35156,1
625451,2567358,1
625451,1713746,1
625451,1915323,1
625451,1319701,1
625451,3153591,1
4516657,4576952,1
4516657,65920,1
4516657,1556932,1
4516657,766042,1
4516657,2342205,1
2342205,865410,1
865410,2393166,1
865410,2192612,1
865410,2083543,1
865410,3862174,1
865410,3976164,1
2558769,437391,1
437391,4717002,1
437391,3530211,1
437391,2193305,1
437391,4545187,1
437391,2385668,1
437391,3852135,1
3852135,2174303,1
3852135,4404261,1
3852135,4519221,1
3852135,39040,1
3328824,2006908,1
3328824,4842797,1
3328824,6995,1
3328824,3650562,1
3328824,2095415,1
3328824,3558410,1
3328824,1973777,1
3328824,1079481,1
3328824,1067695,1
3328824,3436229,1
3328824,524510,1
551741,4174719,1
551741,4682265,1
551741,2826661,1
551741,4136199,1
551741,4048411,1
551741,4055374,1
551741,2325981,1
551741,4084372,1
551741,646897,1
551741,2709243,1
551741,1665415,1
322366,2599841,1
322366,2468406,1
322366,1609527,1
322366,3636040,1
322366,1159494,1
322366,282738,1
282738,3594796,1
282738,4431720,1
282738,20388,1
20388,1082285,1
20388,309849,1
4459325,524494,1
524494,4445347,1
4445347,3930017,1
3930017,4720169,1
4720169,2449457,1
4720169,1188960,1
4720169,1403019,1
4720169,4354462,1
4720169,145219,1
4720169,2940560,1
4720169,417777,1
1813311,1556546,1
1813311,3669169,1
1813311,3025503,1
1813311,2663992,1
2663992,633336,1
2663992,2095775,1
2663992,4682096,1
2663992,822468,1
2663992,1997537,1
2663992,13941,1
2663992,2342949,1
1698628,3566492,1
1698628,781304,1
1698628,3269512,1
1698628,2138440,1
2138440,541698,1
2138440,835233,1
2138440,534089,1
534089,1086605,1
1086605,2194084,1
2194084,4130943,1
2194084,1494528,1
1813318,2999751,1
1813318,1509866,1
1813318,31870,1
1813318,4096862,1
1813318,619246,1
1813318,1527047,1
1813318,2844782,1
2844782,2752590,1
2844782,2955507,1
2844782,2188777,1
2844782,2068387,1
2009930,4388968,1
2009930,4775017,1
2009930,2893085,1
2009930,2350407,1
2009930,1990315,1
2009930,4760266,1
2009930,4496273,1
2009930,2233480,1
2009930,3796389,1
2009930,3336421,1
2009930,1849469,1
1395530,1581044,1
1581044,2064131,1
1581044,3678306,1
1581044,1304670,1
1581044,2029542,1
2029542,674307,1
2029542,2415766,1
2029542,338185,1
2029542,1740355,1
2029542,4388744,1
2029542,671753,1
4713292,4601930,1
4601930,776017,1
776017,1637006,1
1637006,1685164,1
1637006,399556,1
399556,4158124,1
1637006,4091993,1
4091993,3068613,1
4091993,2571101,1
4091993,854025,1
4091993,768770,1
4705108,1341632,1
1341632,3341003,1
1341632,2259903,1
1341632,223330,1
1341632,2985448,1
1341632,2494896,1
2494896,4180493,1
2494896,2604876,1
2494896,1347048,1
1341632,3414939,1
1341632,2308206,1
3369814,4376345,1
3369814,1452370,1
3369814,1241555,1
3369814,1476060,1
3369814,457186,1
3369814,4769305,1
3369814,4049559,1
3369814,4291902,1
3369814,4697780,1
3369814,3324270,1
3369814,702865,1
3959639,4337017,1
4337017,4009809,1
4337017,4343708,1
4337017,261643,1
4337017,3181153,1
4337017,3618247,1
4337017,2161717,1
4337017,3686416,1
4337017,4745773,1
4337017,909893,1
4337017,2037529,1
1436505,1771017,1
1436505,4472543,1
1436505,3570302,1
1436505,2539820,1
1436505,3097604,1
3097604,4863449,1
3097604,796065,1
3097604,1122109,1
3097604,1771642,1
3097604,3749424,1
3097604,1255565,1
1862492,1181373,1
1181373,4162538,1
4162538,982117,1
982117,3084858,1
982117,2837216,1
2837216,3531111,1
2837216,797807,1
2837216,1842275,1
2837216,1475929,1
2837216,215846,1
2837216,1847468,1
559972,1403497,1
559972,1072647,1
1072647,2059131,1
1072647,1718156,1
1072647,156392,1
1072647,2361977,1
1072647,1854140,1
1072647,2035366,1
1072647,1898491,1
1072647,3145215,1
1072647,3815125,1
641893,1524369,1
641893,3402372,1
641893,1144921,1
1144921,2129315,1
2129315,2975238,1
2129315,1017261,1
2129315,3506440,1
2129315,4602284,1
2129315,1803858,1
2129315,3761586,1
2129315,1087774,1
4811622,2092608,1
4811622,162170,1
4811622,965987,1
4811622,512819,1
4811622,2263971,1
4811622,4299381,1
4811622,1525061,1
4811622,1641183,1
4811622,2975782,1
4811622,525660,1
4811622,1896076,1
191334,1001431,1
191334,2352887,1
191334,3616327,1
191334,388487,1
191334,3177662,1
191334,1945625,1
191334,2055371,1
191334,4473475,1
191334,2570514,1
191334,689222,1
191334,4060970,1
748396,117644,1
748396,557158,1
748396,2287004,1
748396,2479140,1
748396,2403483,1
748396,1789230,1
748396,4437816,1
4437816,2685788,1
4437816,4047369,1
4437816,2460248,1
4437816,4535241,1
691053,3994837,1
691053,656388,1
691053,683900,1
691053,1970103,1
691053,2473200,1
2473200,4021030,1
2473200,1151527,1
2473200,1833493,1
2473200,915351,1
2473200,1889018,1
2473200,3750461,1
1813368,3290023,1
1813368,3840975,1
1813368,783125,1
1813368,1793247,1
1813368,2438600,1
2438600,1607452,1
2438600,4320523,1
2438600,3301140,1
2438600,4484466,1
2438600,2510529,1
2438600,867646,1
4655993,1405527,1
4655993,4506696,1
4655993,132821,1
4655993,4520922,1
4655993,1264132,1
4655993,1894699,1
4655993,4660272,1
4655993,1663917,1
4655993,2442512,1
4655993,2723823,1
4655993,3991711,1
3353466,3068613,1
3068613,1567654,1
3068613,768909,1
3068613,1059375,1
1059375,4616362,1
1059375,315635,1
1059375,2361382,1
1059375,3384822,1
1059375,1452881,1
1059375,1027311,1
1059375,1818125,1
2476925,4533041,1
2476925,3710679,1
2476925,3287527,1
2476925,3569286,1
2476925,2358938,1
2476925,4643759,1
3869568,3277323,1
3277323,1882692,1
3277323,878151,1
878151,1233876,1
1233876,4162538,1
4162538,1181373,1
4162538,982117,1
4162538,731299,1
4162538,4279761,1
4162538,4175913,1
4162538,3430190,1
3238785,54793,1
3238785,1905293,1
3238785,4496480,1
3238785,3166214,1
3238785,2431812,1
3238785,2328901,1
3238785,2687324,1
3238785,4706312,1
3238785,242014,1
3238785,1219045,1
3238785,669574,1
3779460,4088233,1
3779460,3447457,1
3779460,550905,1
3779460,3285204,1
3779460,1534517,1
3779460,2743052,1
3779460,1452,1
1452,1239560,1
1452,2715805,1
1452,3668556,1
1452,1817379,1
3550092,333787,1
333787,4187127,1
333787,4613572,1
333787,3134558,1
333787,2765074,1
333787,304929,1
333787,3863963,1
333787,1813543,1
333787,3422836,1
333787,1530518,1
333787,155776,1
773004,1870604,1
773004,840454,1
840454,1907870,1
840454,1102143,1
840454,3912593,1
3912593,1768567,1
1768567,4627871,1
1768567,4054991,1
1768567,2005864,1
1768567,4381501,1
